code2020,bachelorShare,collegeEnrollShare,students18_24,taxableIncomePerTaxpayerThousandYen,otherVacancyShare
38356,0.09509,,475,2782.26,
38386,0.06672,,256,2503.85,
38401,0.16932,,1499,2740.21,
38402,0.13757,,1222,2617.59,
38422,0.07611,,807,2327.32,
38442,0.06819,,338,2555.08,
38484,0.06064,,139,2180.96,
38488,0.07261,,413,2569.88,
38506,0.06718,,854,2606.86,
39201,0.14094,,18414,2860.21,0.04835
39202,0.05538,,370,2281.89,0.17343
39203,0.09208,,813,2330.99,0.10542
39204,0.13983,,3385,2672.15,0.06968
39205,0.09655,,1493,2476.2,0.08048
39206,0.07061,,1505,2593.43,0.11414
39208,0.08153,,877,2473.7,0.094
39209,0.05755,,425,2423.59,0.17422
39210,0.10299,,1287,2603.66,0.09588
39211,0.11142,,1616,2511.3,0.09047
39212,0.09634,,2305,2483.26,0.09675
39301,0.05509,,71,2138.14,
39302,0.06325,,111,2283.61,
39303,0.08363,,88,2282.95,
39304,0.06368,,122,2145.77,
39305,0.05673,,35,2227.79,
39306,0.1,,53,2547.24,
39307,0.07721,,147,2143.2,
39341,0.07425,,162,2397.32,
39344,0.03973,,110,2162.52,
39363,0.05431,,104,2281.67,
39364,0.0672,,5,2556.58,
39386,0.11225,,1327,2655.32,
39387,0.0323,,122,2295.95,
39401,0.04129,,242,2336.31,
39402,0.07418,,600,2463.29,
39403,0.0426,,200,2291.25,
39405,0.05867,,140,2524.65,
39410,0.07075,,296,2238.65,
39411,0.03573,,239,2252.24,
39412,0.05065,,511,2366.89,
39424,0.04734,,158,2246.83,
39427,0.05313,,49,2338.71,
39428,0.05348,,416,2299.55,
40100,0.14543,,54730,2973.54,0.04714
40130,0.21586,,107661,3304.74,0.02242
40202,0.10632,,6177,2605.11,0.08351
40203,0.15555,,20081,2974.44,0.03868
40204,0.11211,,2761,2682.09,0.09487
40205,0.12768,,8950,2707.31,0.06134
40206,0.09312,,2878,2572.7,0.08751
40207,0.09317,,4387,2585.1,0.05356
40210,0.07496,,3653,2535.8,0.06529
40211,0.11525,,2601,2669.08,0.04193
40212,0.09067,,2301,2425.69,0.04569
40213,0.11689,,3416,2820.34,0.04929
40214,0.10823,,1146,2677.1,0.12511
40215,0.09511,,2080,2599.08,0.06215
40216,0.20321,,4204,3102.8,0.04253
40217,0.22704,,7718,3161.02,0.02913
40218,0.21609,,7636,3210.33,0.01929
40219,0.21468,,6295,3242.53,0.04158
40220,0.20423,,7274,3111.91,0.04194
40221,0.22323,,4952,3048.95,0.02755
40223,0.18549,,3758,2973.29,0.02469
40224,0.18997,,3112,2949.78,0.0395
40225,0.08227,,1526,2397.48,0.08208
40226,0.09138,,1329,2509.6,0.09033
40227,0.07465,,1924,2289.77,0.1
40228,0.10482,,2994,2559.87,0.06578
40229,0.08499,,1997,2495.82,0.06788
40230,0.14839,,6649,2816.98,
40231,0.15786,,2874,2935.89,
40341,0.11942,,2144,2692.96,
40342,0.17491,,1791,2815.28,
40343,0.16343,,2080,2868.88,
40344,0.11445,,1289,2571.79,
40345,0.23687,,2047,3369.42,
40348,0.17086,,476,2846.56,
40349,0.1751,,1973,2840.99,
40381,0.09066,,687,2829.71,
40382,0.10313,,1475,2657.93,
40383,0.13187,,1655,2864.84,
40384,0.12673,,998,2807.99,
40401,0.08021,,343,2379.02,
40402,0.08198,,746,2525.78,
40421,0.08803,,694,2398.05,
40447,0.1055,,1607,2587.93,
40448,0.0758,,112,2308.52,
40503,0.10276,,923,2546.18,
40522,0.10164,,753,2566.08,
40544,0.08701,,1164,2557.01,
40601,0.08518,,503,2407.12,
40602,0.07913,,429,2371.28,
40604,0.0695,,395,2359.27,
40605,0.0564,,841,2263.09,
40608,0.07084,,239,2377.21,
40609,0.06911,,128,2264.01,
40610,0.06627,,1096,2327.28,
40621,0.11512,,1917,2888.64,
40625,0.08688,,941,2608.64,
40642,0.09821,,324,2690.7,
40646,0.10901,,303,2492.41,
40647,0.09342,,783,2593.32,
41201,0.16842,,16043,2909.62,0.05031
41202,0.09143,,5973,2531.48,0.06463
41203,0.15895,,3714,2907.83,0.04487
41204,0.08798,,993,2303.16,0.09114
41205,0.09199,,2372,2446.9,0.06112
41206,0.10033,,2407,2533.3,0.05938
41207,0.09222,,1528,2421.98,0.0711
41208,0.11412,,2495,2642.04,0.05273
41209,0.08674,,1459,2408.16,0.06197
41210,0.12188,,1920,2605.95,0.03763
41327,0.12136,,918,2766.57,
41341,0.1819,,1273,2995.78,
41345,0.11943,,501,2716.15,
41346,0.10881,,1316,2527.87,
41387,0.04479,,273,2384.84,
41401,0.09686,,943,2272.52,
41423,0.08069,,311,2386.89,
41424,0.10758,,488,2566.29,
41425,0.08359,,1283,2615.35,
41441,0.04281,,495,2237.47,
42201,0.13901,,27864,2882.05,0.05682
42202,0.10545,,13842,2696.25,0.07824
42203,0.09107,,2003,2467.03,0.07489
42204,0.12186,,7876,2707.97,0.04366
42205,0.12068,,5135,2808.53,0.04771
42207,0.05677,,1416,2404.38,0.10214
42208,0.05987,,1052,2348.61,0.11444
42209,0.06863,,1024,2742.24,0.10699
42210,0.07055,,1116,2519.48,0.08933
42211,0.07115,,1499,2512.36,0.14864
42212,0.05291,,1215,2356.19,0.10115
42213,0.05926,,2187,2274.68,0.08282
42214,0.06014,,1999,2318.18,0.09546
42307,0.19961,,2982,3348.81,
42308,0.12313,,2133,2775.29,
42321,0.05598,,436,2236.89,
42322,0.08632,,698,2371.16,
42323,0.06441,,746,2110.41,
42383,0.05803,,95,2537.63,
42391,0.09603,,659,2553.91,
42411,0.06311,,848,2646.58,
43100,0.17414,,51018,2993.7,0.03818
43202,0.08909,,6822,2473.34,0.05997
43203,0.10872,,1323,2582.69,0.06901
43204,0.0959,,2622,2450.14,0.06496
43205,0.09452,,1104,2487.6,0.10309
43206,0.10971,,4360,2598.44,0.07655
43208,0.08965,,2625,2375.67,0.08345
43210,0.08848,,2702,2450.41,0.07423
43211,0.11521,,2080,2563.93,0.05531
43212,0.04691,,1032,2421,0.13454
43213,0.09637,,3046,2447.18,0.08215
43214,0.07485,,1208,2333.82,0.06552
43215,0.07058,,3229,2457.26,0.1297
43216,0.16545,,3335,2877.28,0.05517
43348,0.04405,,381,2153.57,
43364,0.08424,,290,2261.71,
43367,0.06727,,528,2301.85,
43368,0.09131,,721,2525.8,
43369,0.06862,,518,2309.27,
43403,0.12317,,1740,2712.16,
43404,0.17262,,2091,2929.1,
43423,0.06868,,117,2314.18,
43424,0.06671,,208,2251.08,
43425,0.07054,,52,2160.83,
43428,0.07107,,221,2288.19,
43432,0.08799,,286,2504.21,
43433,0.08952,,1197,2374.53,
43441,0.08655,,946,2359.99,
43442,0.13011,,479,2660.12,
43443,0.11463,,1699,2535.1,
43444,0.07388,,472,2165.37,
43447,0.04435,,477,2241.6,
43468,0.07387,,615,2234.79,
43482,0.06159,,718,2240.61,
43484,0.04715,,197,2115.15,
43501,0.05899,,427,2229.24,
43505,0.05534,,379,2412.95,
43506,0.04668,,174,2153.47,
43507,0.04464,,82,2176.21,
43510,0.03605,,214,2153.08,
43511,0.0473,,28,2354.73,
43512,0.03618,,159,2041.32,
43513,0.02653,,161,1985.27,
43514,0.05563,,610,2245.25,
43531,0.05926,,305,2476.4,
44201,0.15833,,27978,2982.13,0.03608
44202,0.14077,,10293,2666.39,0.04646
44203,0.11817,,3636,2656.19,0.07813
44204,0.09533,,2915,2407.57,0.07424
44205,0.08267,,2869,2562.79,0.10017
44206,0.09658,,1625,2537.29,0.09473
44207,0.0777,,731,2669,0.08587
44208,0.08634,,893,2377.2,0.11265
44209,0.10157,,925,2458.94,0.13766
44210,0.10527,,1395,2432.92,0.07507
44211,0.11211,,2719,2605.56,0.10425
44212,0.08808,,1648,2442.11,0.09345
44213,0.11293,,1617,2617.12,0.03587
44214,0.09906,,1156,2419.81,0.09981
44322,0.04052,,50,2298.09,
44341,0.1359,,1283,2668,
44461,0.06593,,339,2357.92,
44462,0.08349,,688,2510.09,
45201,0.1545,,23916,2863.14,0.03408
45202,0.08661,,8120,2474.52,0.0856
45203,0.08996,,6473,2533.6,0.05099
45204,0.06918,,2638,2483.43,0.10923
45205,0.07006,,2037,2393.96,0.09519
45206,0.08712,,2674,2486.82,0.05826
45207,0.05468,,704,2286.96,0.1499
45208,0.06325,,1435,2248.26,0.07727
45209,0.05564,,905,2345.23,0.15336
45341,0.08507,,1328,2386.07,
45361,0.05054,,368,2215.03,
45382,0.06512,,926,2282.79,
45383,0.0793,,310,2194.85,
45401,0.12352,,1312,2617.52,
45402,0.07871,,897,2466.78,
45403,0.09208,,12,2444.72,
45404,0.06902,,244,2189.47,
45405,0.0567,,709,2339.27,
45406,0.0454,,494,2269.09,
45421,0.05742,,819,2274.01,
45429,0.05749,,9,2591.87,
45430,0.06204,,20,2539.64,
45431,0.04603,,115,2346.46,
45441,0.076,,431,2487.26,
45442,0.03834,,118,2253.6,
45443,0.06255,,221,2470.99,
46201,0.15166,,39070,2946.89,0.05038
46203,0.08426,,5051,2621.83,0.0418
46204,0.05965,,978,2477.6,0.12999
46206,0.05799,,981,2311.47,0.11409
46208,0.08368,,2912,2419.77,0.09794
46210,0.07897,,1705,2346.6,0.13097
46213,0.07625,,540,2551.83,0.10227
46214,0.06978,,615,2402.16,0.16973
46215,0.087,,4739,2626.86,0.11941
46216,0.09687,,3130,2484.18,0.12228
46217,0.05561,,1468,2219.36,0.11619
46218,0.10156,,7395,2672.52,0.07595
46219,0.07901,,2032,2417.61,0.08817
46220,0.07828,,2229,2484.71,0.18604
46221,0.06525,,1183,2386.7,0.13348
46222,0.09878,,2072,2771.25,0.07007
46223,0.06244,,1628,2299.7,0.15901
46224,0.06865,,987,2352.88,
46225,0.13,,4098,2629.67,
46303,0.17493,,4,3265.72,
46304,0.13345,,8,3360.16,
46392,0.05624,,931,2474.36,
46404,0.04042,,349,2316.89,
46452,0.04712,,351,2382.34,
46468,0.05304,,482,2324.51,
46482,0.0566,,215,2296.97,
46490,0.04547,,275,2336.13,
46491,0.04543,,238,2225.96,
46492,0.05105,,579,2277.08,
46501,0.06694,,278,2367.29,
46502,0.07276,,200,2682.16,
46505,0.11163,,353,2477.01,
46523,0.06131,,76,2481.27,
46524,0.06862,,29,2519.73,
46525,0.07939,,228,2621.34,
46527,0.08692,,256,2570.86,
46529,0.08497,,271,2499.5,
46530,0.0919,,478,2861.5,
46531,0.06805,,268,2506.86,
46532,0.06305,,241,2241.11,
46533,0.09493,,219,2690.59,
46534,0.08473,,198,2539.67,
46535,0.09418,,183,2303.39,
47201,0.16253,,19848,2987.51,0.02524
47205,0.15366,,6998,2793.69,0.0257
47207,0.10828,,2108,2545.45,0.03122
47208,0.15417,,7299,2797.74,0.02827
47209,0.11933,,4629,2380.43,0.05508
47210,0.09607,,3823,2470.34,0.06084
47211,0.1085,,8437,2813.32,0.02468
47212,0.14086,,3618,2699.6,0.0264
47213,0.07795,,7310,2422.13,0.04059
47214,0.08805,,2342,2600.96,0.07942
47215,0.10745,,2641,2271.72,0.07116
47301,0.07546,,268,2118.59,
47302,0.08346,,171,2126.86,
47303,0.09569,,68,3832.52,
47306,0.09196,,577,2137.91,
47308,0.08523,,765,2044.47,
47311,0.08788,,511,2252.77,
47313,0.10476,,304,2265.97,
47314,0.08563,,640,2286.53,
47315,0.05581,,42,2519.15,
47324,0.09657,,2681,2530.89,
47325,0.09197,,954,3309.9,
47326,0.12427,,1882,3142.09,
47327,0.12975,,971,2889.48,
47328,0.13801,,1524,2620.18,
47329,0.15888,,3591,2648.41,
47348,0.14261,,1075,2502.4,
47350,0.15841,,2424,2599.22,
47353,0.1456,,6,2799.99,
47354,0.1596,,6,2526.74,
47355,0.07789,,7,2745.17,
47356,0.1197,,16,2584.08,
47357,0.06987,,14,3366.68,
47358,0.09672,,4,3234.38,
47359,0.07441,,62,2444.31,
47360,0.05239,,18,2448.29,
47361,0.09803,,340,2472.8,
47362,0.1177,,1987,2308.58,
47375,0.06303,,10,2687.32,
47381,0.14224,,15,2357.01,
47382,0.10475,,18,2596.35,
