region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
china,2026,55147644216678.4,728119820.7740949,0.0,2686289191310.387,2882043400081.474,341731389091.0347,0.0,20232540199.20676,95231982583.01047,3223774789172.509,0.0,24228.855750619772,-537485597862.1216,-557718138061.3284
india,2026,14219392383421.607,712979996.5266826,0.0,1898326017459.6528,862298791030.4762,205489904390.2665,0.0,57779315720.5158,13843582369.48068,1067788695420.7427,0.0,8334.796268499304,830537322038.9102,772758006318.3944
latam,2026,12326043728209.857,290500927.89059424,0.0,1002489696732.2322,674038564587.7336,104332623919.96327,0.0,18826841095.642586,7024343649.011938,778371188507.6969,0.0,14736.250277982586,224118508224.53528,205291667128.8927
seasia,2026,12120241789173.246,320423417.00192314,0.0,1088741061687.955,662673618483.5667,102245046422.5801,0.0,5764951624.40034,8293596148.632427,764918664906.1467,0.0,13267.526588403778,323822396781.8082,318057445157.4079
russia,2026,11618664719914.703,140781638.45721278,203659.67093260528,664827111131.199,583463286092.3903,67029431376.0583,27017607146.215824,0.0,5512254938.530682,650492717468.4486,0.0,20949.93751363234,14334393662.750366,41352000808.96619
mena,2026,12043017286330.111,214725361.9158697,279603.65663837205,1644995963696.8845,717486762482.661,184979136364.6892,34018003403.07695,0.0,11045583857.995653,902465898847.3502,0.0,21152.088069819238,742530064849.5343,776548068252.6112
ssa,2026,3707796239584.215,406403116.9543982,0.0,745652863530.9015,196383388090.68268,31119611395.38634,0.0,3510955190.0943036,6675397918.136215,227502999486.06903,0.0,3706.02193117199,518149864044.83246,514638908854.73816
us,2027,42688964373535.9,167912558.69082907,1876407.5321344617,1987173606416.374,2142464692101.56,233788267701.92407,388133342447.8258,0.0,11764039359.975954,2360275384042.4487,15977575761.035564,62923.70303705832,-373101777626.0747,-946010939.2844658
oecd-ex-us,2027,55696023667229.06,379561879.46893924,2618471.3165480522,2348547688742.1797,2863651479053.3076,320162810763.9487,356240114364.4142,0.0,14313692364.155598,3169375885762.662,14438404054.594248,42505.07432557021,-820828197020.4824,-479026486710.6625
china,2027,55307333470513.13,724699452.933839,0.0,2599319645729.1577,2854298713615.27,345375642857.3109,0.0,17054051339.35446,777098015917.5154,3199674356472.581,0.0,24946.710040432743,-600354710743.4233,-617408762082.7778
india,2027,14972392020755.348,722861072.4031128,0.0,1890859224552.0854,881787692584.845,219303299337.40158,0.0,50861294026.68739,14092698730.591717,1101090991922.2466,0.0,8720.209769160245,789768232629.8389,738906938603.1515
latam,2027,12523907794854.596,292184995.6113965,0.0,991652821435.1757,677523307683.2445,105696829710.68878,0.0,17462861464.860695,6894244068.358302,783220137393.9333,0.0,15286.446916063733,208432684041.2423,190969822576.38162
seasia,2027,12428896983358.984,323061507.46301156,0.0,1078092874156.9825,669167530961.6178,103885010369.80249,0.0,4607763508.923471,8222624869.096608,773052541331.4203,0.0,13784.578329939995,305040332825.56226,300432569316.6388
russia,2027,11659832056608.004,142669348.99166253,395954.78788163775,662163925422.3898,584590538540.5574,67328556823.90294,25668094629.89644,0.0,5254412005.482569,650802706855.9431,1116388508.5172029,21617.743494906772,11361218566.446655,35912924687.82589
mena,2027,12774909963015.826,219119249.8318292,418478.138592507,1646118336431.8713,739388211172.2904,198489036717.13547,17512250840.872833,0.0,6139337302.397003,935864036112.0347,2013211777.391234,21823.19412143207,710254300319.8367,725753339383.3182
ssa,2027,4223184406412.001,427965614.37464565,0.0,760304242038.3436,210770598549.701,34065715294.80959,0.0,6539591850.768723,6459830484.726134,244836313844.5106,0.0,3924.81990741194,515467928193.833,508928336343.0643
us,2028,42687490631122.664,169107801.19109595,2842436.7480974304,1964357832575.23,2145440935338.454,234825293582.46512,403652131557.9903,0.0,10782522374.498013,2348488409761.9854,31777819158.934013,63881.398876560765,-384130577186.7554,-12256264787.69909
oecd-ex-us,2028,55204773033088.62,378813635.2616938,3879967.723611248,2314644419126.2065,2851199808700.337,317461538603.64545,348555127903.2396,0.0,14211166134.14197,3140095766210.5127,28565581093.469803,43406.67576409311,-825451347084.3062,-505461800274.5363
china,2028,54650681063172.31,718434391.2694592,0.0,2507100596188.43,2831798813457.0454,340049498636.18805,0.0,20645927639.201992,28741236203.190502,3171848312093.2334,0.0,25680.32047045773,-664747715904.8032,-685393643544.0052
india,2028,15688945362047.299,731620503.5096121,0.0,1882779002483.4531,901086666032.3589,232267023847.5719,0.0,45392675321.14669,12520704009.573841,1133353689879.9307,0.0,9119.297570303788,749425312603.5225,704032637282.3757
latam,2028,12705446901106.248,292838709.23145103,0.0,980453671656.3622,680775066275.5209,106898902746.48172,0.0,18012430570.38525,6771834187.6822605,787673969022.0026,0.0,15852.009111984375,192779702634.35962,174767272063.97437
seasia,2028,12718677015599.986,324682702.37365323,0.0,1066584084150.3657,675406264869.7678,105384632503.63481,0.0,4193364924.7934413,8180210388.834539,780790897373.4026,0.0,14316.766516730313,285793186776.96313,281599821852.1697
