region,year,pop,pop2564,entrants,gdppc,gdp,gross_cur,gross_con,net_cur,net_con,inv_cur,inv_con,tert_stock
mena,1925,68429079.0,25662164.454246465,1228055.8542679418,1199.0,82046465721.0,116555432388.02428,1992477409039.079,,,5660645662.201891,96766906281.67732,0.0026247972753811214
mena,1930,73508446.0,27567020.594097074,1319212.2233362058,1600.0,117613513600.0,167797282299.09998,2149537416594.4937,,,8079271199.063331,103498075196.74017,0.0032888712219143685
mena,1935,79277354.0,29730467.303900346,1422743.3733336092,1739.0,137863318606.0,197544298637.3478,2328332429961.9624,,,9557821035.85646,112652123250.64757,0.0040780282039951776
mena,1940,85647859.0,32119523.9645431,1537071.0257617997,2146.0,183800305414.0,264404759586.89572,2525338619337.802,,,12892638876.090345,123138021077.36526,0.0048838135953660055
mena,1945,93242772.0,34967756.16743004,1673372.3980527478,1452.0,135388504944.0,195739138083.2103,2763065145682.8867,,,9644317863.922705,136139756231.90607,0.00571087700985726
mena,1950,100532410.99999997,37701505.00000001,1804195.2,2259.9126422787745,227194466577.66565,330697890188.8472,2999299546148.149,17368915338.6136,157529217566.04025,16488543725.266314,149544593960.34882,0.007236855384417459
mena,1955,114055115.00000001,42337267.99999999,1996922.4,2582.49114267505,294546324264.2843,428219845274.5547,3398662337173.7617,29197960830.024506,231736130145.14725,21442141503.47185,170180339749.2621,0.007763994385040059
mena,1960,130095771.99999999,47284732.0,2096167.2,3032.5445330289854,394521222148.7853,568658151306.7333,3843475799716.2256,51878650616.66984,350640077362.6664,27607145849.682236,186592589464.62503,0.00982228540458669
mena,1965,148661264.00000003,52307696.0,2257134.8,3616.35396535138,537611751560.54846,762757687310.0896,4323104467512.6597,86385829602.46112,489611539938.9786,37251065512.34809,211128973742.5745,0.012090794593291904
mena,1970,170517463.00000003,57736467.00000001,2746208.2,4652.121220159722,793267908030.1003,1103505301841.1882,4861871439396.401,147181568622.88046,648458927835.8779,61270530745.00287,269948357301.7391,0.015447830568271398
mena,1975,195600906.0,65557850.00000001,3396714.6,6044.431878998237,1182296351787.3376,1672508955119.6094,5671435974544.648,274110838751.34064,929502988398.5189,105007305136.87357,356077141542.5167,0.02067772570907133
mena,1980,226362267.0,76566336.99999999,4014704.6,6553.571443440227,1483481288883.592,2223602028008.3403,6954390806847.076,472097073726.1648,1476499620033.775,144310373158.16983,451335589634.6047,0.030628944951179692
mena,1985,265637364.0,91685782.0,4831848.4,6416.527892903901,1704469555503.4666,2781759877471.097,8885863173641.572,706728514854.3333,2257525149732.0405,175613213424.9812,560966817666.7097,0.05917815946297726
mena,1990,305840085.9999999,108818927.0,5551527.8,6220.922715635519,1902607538349.32,3346360046848.4976,11025490762334.684,936748229298.3735,3086371102980.7744,202670935933.61786,667754366131.1215,0.06547749159094314
mena,1995,342195947.00000006,126909000.00000001,6193313.2,7475.176067366056,2557974953364.0635,4907619389789.347,13456419468036.021,1472321032995.668,4037022400885.9473,283648343402.8711,777747984732.4503,0.07626686555417192
mena,2000,378374007.0,148114502.0,7347687.0,9388.508471394372,3552367570074.9336,7501847018974.112,16377653191681.021,2310336938170.579,5043810815334.691,437090091877.6888,954232993579.7218,0.0841535752179349
mena,2005,418128389.99999994,175405303.0,8686483.6,12492.246763335286,5223363026636.094,12333058634501.127,20235330923935.816,3976321118685.849,6524105340045.478,715866640884.1637,1174550353241.171,0.0981032538233121
mena,2010,463648676.9999999,210576670.0,9378168.0,16369.16001452312,7589539384334.943,20323468358196.08,25447873710992.746,6819087154554.129,8538467237722.465,1017675568401.7207,1274274591669.571,0.12913402444175714
mena,2015,514427555.00000006,246421800.00000006,9153240.0,18194.59555702356,9359801306613.494,27387103717974.543,30852031748073.637,9616801257006.12,10833487934736.973,1141280400356.8582,1285671515610.2698,0.14464812583102646
mena,2020,557912415.9999999,272552923.0,8956414.2,17987.10151767367,10035227264562.582,30748212637345.387,35037955704077.676,9506558220822.27,10832836684459.824,1143021860302.7168,1302487067538.9167,0.1577936644555635
mena,2025,601648541.0000001,300372730.00000006,9410956.2,20496.517103421746,12331699610855.242,39675576850635.65,39675576850635.65,12488158987771.533,12488158987771.533,1432932662390.2043,1432932662390.2043,0.17773321253463265
ssa,1925,130607546.0,46684776.24017218,2297135.736504016,1326.6231112818605,173266989031.40872,237079518729.17612,624973805684.4991,,,12263176060.021729,32327397377.442192,0.0022309797037112456
ssa,1930,139321042.0,49799355.93704233,2450389.3858106555,1326.6231112818605,184826514205.07077,255435827086.87482,673363527218.1179,,,13238362960.628344,34898122473.362434,0.003034201813413621
ssa,1935,147800786.0,52830382.57629902,2599531.7866548267,1326.6231112818605,196075938573.22446,274336312791.2744,723187774134.4349,,,14189912883.786303,37406537286.93459,0.004224038405920744
ssa,1940,157523817.0,56305813.67130832,2770541.2165176035,1326.6231112818605,208974736209.53442,295798337296.1558,779764585174.0763,,,15210003711.438574,40095635232.29513,0.005325684025852557
ssa,1945,169267835.0,60503632.78116706,2977095.923838622,1326.6231112818605,224554621907.6446,321749197129.8696,848174575703.8282,,,16652355759.249147,43897871095.135475,0.006484760389630009
ssa,1950,183921015.0,65741311.99999999,3234817.2,1326.6231112818605,243993869149.41772,355683657281.9481,937630420809.201,49897907586.1479,131537660304.7345,18253278187.49226,48118120013.92845,0.008234225798938006
ssa,1955,204070414.00000003,72906986.0,3563182.8,1488.1326681855926,303683849683.55853,447339971257.55115,1051263030961.574,69540024613.62134,163421249487.1573,22852158498.45372,53703292687.13483,0.009134692976477876
ssa,1960,228185152.99999994,80850589.0,3911962.0,1578.2006747554335,360121962433.7717,529703565368.4023,1173778117165.4685,94675665513.12167,209793234693.6184,27368700347.541687,60646715754.80335,0.009342449512439139
ssa,1965,258370028.00000006,90053812.0,4406709.8,1761.9371477609852,455231750201.246,668245452251.3169,1326358536943.176,130539433871.13708,259099544844.48282,35557774995.92312,70576400126.11742,0.010547796908478981
ssa,1970,294729045.00000006,100873868.0,4972200.4,1968.3626905939352,580133656012.3811,849284862510.678,1508910900927.0498,179929631108.13678,319678112448.9155,45975179260.98654,81683369410.23204,0.011468006500919592
ssa,1975,338250788.0,113373867.00000001,5655526.2,2030.268016051404,686739756280.584,998669735135.5435,1720219446779.1306,226191042709.1227,389616523527.3421,55258033101.073975,95182561148.0366,0.010366239916187223
ssa,1980,390885938.0,128239386.00000001,6635958.4,2036.6299312713477,796090001043.8762,1152280130825.7861,1978614960286.9238,286572816973.3006,492082825786.9759,66599399046.9656,114359836445.3339,0.009662891703486208
ssa,1985,453345938.0000001,147142827.99999997,7815344.0,1827.6801813048703,828571386157.6667,1221194597247.6267,2336684129996.7964,324103065163.0165,620152177676.374,72651220604.80154,139013843162.0595,0.014071574623900508
ssa,1990,522677790.00000006,169358958.99999997,9118604.6,1812.681322317059,947448267522.9583,1452520846953.8303,2802310484332.663,408910364722.03754,788900073011.6764,84906247371.79048,163807402623.03036,0.02263596683904592
ssa,1995,597894940.0000001,193903433.00000003,10618938.0,1784.4680063286607,1066924391575.7944,1708919023682.614,3349099541142.818,511881209706.65137,1003172824920.5615,98492525538.28459,193023348394.49298,0.034679275303908415
ssa,2000,682830041.0000001,221361963.99999997,12368808.2,2009.1904885117976,1371935623647.321,2237777101413.3013,3895032172423.0635,693748923831.3932,1207526154504.1973,132035304752.97852,229818134962.47363,0.03939039202276044
ssa,2005,781525035.9999999,256293523.0,14376592.4,2506.6392020383814,1959001292612.0571,3296269075473.3013,4598817400145.104,1093586594725.7793,1525726494178.336,193743333863.76334,270302634443.4161,0.03741160087425008
ssa,2010,896691683.0000002,299059422.0,16420685.2,3204.651975414464,2873584773263.671,5030936141894.713,5490138113372.241,1796188131782.531,1960136372824.6926,292788680722.9596,319513158160.60254,0.03939967252623332
ssa,2015,1027430782.0,350926677.0,18611926.0,3523.814701198594,3620475694075.568,6486646555677.21,6437578070769.232,2555957711774.16,2536623072322.3076,378637225075.2701,375773009366.1616,0.03241164096204126
ssa,2020,1171310951.9999993,411170639.0,21366232.6,3335.9871695138195,3907478307383.0146,7336817360091.556,7691280913965.59,2819239108657.8916,2955444968042.003,426087528855.1995,446673089640.85516,0.03473612916274274
ssa,2025,1321609792.9999998,479334884.00000006,24764607.2,3497.158670690358,4621879146859.238,9174524634913.377,9174524634913.377,3624707376098.937,3624707376098.937,535689573822.00946,535689573822.00946,0.04117284702995909
