region,year,gdppc,pop,gdp
us,1937,11295.098948010274,129464.0,1462308690.205202
us,1938,10526.133571171693,130476.0,1373407803.832198
us,1939,11171.448105736908,131539.0,1469481112.3805273
us,1940,12005.095163215066,132637.0,1592319807.1633568
us,1941,13553.401661236254,133922.0,1815098657.2760816
us,1942,14869.861152947138,135386.0,2013171022.0529013
us,1943,16050.217416219604,137272.0,2203245445.1592975
us,1944,16999.327167581923,138937.0,2361835518.6823297
us,1945,16477.551766472516,140474.0,2314667606.84346
us,1946,14822.466474563711,141940.0,2103900891.399573
us,1947,14311.547192311999,144688.0,2070709140.1612384
us,1948,14734.232123999998,147203.0,2168923171.3491716
us,1949,14196.672,149770.0,2126235565.44
us,1950,15240.0,152271.0,2320610040.0
us,1951,16125.0,154878.0,2497407750.0
us,1952,16444.0,157553.0,2590801532.0
us,1953,16917.0,160184.0,2709832728.0
us,1954,16512.0,163026.0,2691885312.0
us,1955,17370.0,165931.0,2882221470.0
us,1956,17397.0,168903.0,2938405491.0
us,1957,17406.0,171984.0,2993553504.0
us,1958,16946.0,174882.0,2963550372.0
us,1959,17900.0,177830.0,3183157000.0
us,1960,18057.0,180671.0,3262376247.0
us,1961,18175.0,183691.0,3338583925.0
us,1962,18976.0,186538.0,3539745088.0
us,1963,19514.0,189242.0,3692868388.0
us,1964,20360.0,191889.0,3906860040.0
us,1965,21390.0,194303.0,4156141170.0
us,1966,22529.0,196560.0,4428300240.0
us,1967,22842.0,198712.0,4538979504.0
us,1968,23691.0,200706.0,4754925846.0
us,1969,24195.0,202677.0,4903770015.0
us,1970,23958.0,205052.0,4912635816.0
us,1971,24394.0,207661.0,5065682434.0
us,1972,25414.0,209896.0,5334296944.0
us,1973,26602.0,211909.0,5637203218.0
us,1974,26286.0,213854.0,5621366244.0
us,1975,25956.0,215973.0,5605795188.0
us,1976,27058.0,218035.0,5899591030.0
us,1977,28001.0,220239.0,6166912239.0
us,1978,29286.0,222585.0,6518624310.0
us,1979,29949.0,225055.0,6740172195.0
us,1980,29611.0,227726.463,6743208295.893
us,1981,30055.999999999996,229966.237,6911865219.271999
us,1982,29210.0,232187.835,6782206660.349999
us,1983,30157.999999999996,234307.207,7066236748.705999
us,1984,32076.0,236348.292,7581107814.191999
us,1985,33023.0,238466.283,7874872063.509
us,1986,33850.0,240650.755,8146028056.75
us,1987,34730.0,242803.533,8432566701.09
us,1988,35863.0,245021.414,8787202970.282
us,1989,36756.0,247341.697,9091291414.932
us,1990,36982.00000000001,250131.894,9250377703.908
us,1991,36463.95763729273,252981.0,9224688467.039953
us,1992,37240.2990340352,256514.0,9552658066.416504
us,1993,37761.53516734228,259919.0,9814940459.160437
us,1994,38807.279971992684,263126.0,10211204349.910547
us,1995,39390.6254014683,266278.0,10488856950.652176
us,1996,40412.75103133644,269394.0,10886952651.33585
us,1997,41722.6703296506,272647.0,11375560897.368248
us,1998,43072.758021095564,275854.0,11881792591.151297
us,1999,44575.84862702155,279040.0,12438444800.884094
us,2000,45886.47049828895,282162.0,12947418288.738207
us,2001,45878.009153955805,284969.0,13073810390.593632
us,2002,46266.29589143221,287625.0,13307343355.77319
us,2003,47157.99527113943,290108.0,13680911692.119717
us,2004,48492.71712261176,292805.0,14198910037.086336
us,2005,49654.76142510663,295517.0,14673826132.063236
us,2006,50489.860021832916,298380.0,15065164433.314505
us,2007,50901.74470450649,301231.0,15333183459.083195
us,2008,50275.746337143275,304094.0,15288552806.647247
us,2009,48452.93350407469,306772.0,14864003316.912
us,2010,49266.91586220606,309327.0,15239587282.908613
us,2011,49675.0,311583.0,15477885525.0
us,2012,50436.4354973145,313878.0,15830887501.026081
us,2013,51010.79810347045,316060.0,16122472848.58287
us,2014,51796.61921780836,318386.0,16491318406.281132
us,2015,52808.154135428966,320739.0,16937634549.243351
us,2016,53301.01506695151,323072.0,17220065539.71016
us,2017,54152.364518908056,325122.0,17606125057.116425
us,2018,55454.66943794172,326838.0,18124693249.757996
us,2019,56469.26365925514,328330.0,18540553337.24324
us,2020,54379.20651245575,331512.0,18027359509.35723
us,2021,57522.70462551701,332032.0,19099378662.219666
us,2022,58487.46586089506,333288.0,19493170521.845993
