region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
russia,2034,5219286481411.904,145682734.08132687,1688257.7756402784,258626974942.6149,257608073092.29803,30863700295.223213,11436146337.64501,0.0,2273121978.2046843,284910520878.7021,3561252508.8191485,26747.577225625948,-26283545936.08719,-18408652107.261326
mena,2034,6943183877005.913,257150528.39203757,388246.03681806213,646936380367.5725,335179893154.62335,106853431927.64612,0.0,9777380715.867157,1600844997.66746,441096748632.15015,936576450.1192871,26976.152191552625,205839631735.42236,195125674569.4359
ssa,2034,2843097054931.7114,653333126.0617926,0.0,308280404109.01434,102852921370.23024,16228540143.278055,0.0,3890660526.2932563,1289562171.8630924,119081461513.5083,0.0,5763.4547487528625,189198942595.50604,185308282069.2128
us,2035,18979841969457.434,172283115.77298224,9430674.631918637,784824694075.4316,957060830434.476,107843573467.89455,186354098570.67468,0.0,5220469616.756929,1002450554192.3988,62453849709.97197,70999.79148182356,-217625860116.96716,-93725611256.26445
oecd-ex-us,2035,22509478127055.81,372830017.2344366,11871140.51470949,848365323868.39,1169833784659.2388,121935824209.53183,139917224708.7529,0.0,4938372026.976916,1240791121805.2302,50978487063.53999,50151.81450967642,-392425797936.8402,-303487060291.6273
china,2035,20932238956330.04,702643519.9171418,0.0,726420078429.464,1078187402986.6141,112599029151.61006,0.0,8032634025.198176,355195175966.3285,1190786432138.224,0.0,31276.301145481142,-464366353708.76013,-472398987733.9583
india,2035,7831590226998.735,853925486.1620992,0.0,703035850713.3364,370310303985.1122,112587091380.24634,0.0,20544719752.05523,2706618042.0624666,482897395365.3585,0.0,12322.993355349145,220138455347.9779,199593735595.92267
latam,2035,5658498175448.654,316095401.2729213,0.0,354136508285.4576,273242980426.81378,42252966554.93942,0.0,6709467777.246386,1833872225.2365267,315495946981.7532,0.0,20264.359012709418,38640561303.70441,31931093526.458023
seasia,2035,5943102387359.433,354666407.2159187,0.0,387473742133.3671,278342082850.4277,42307577399.25176,0.0,1715437687.7516623,2104752028.709734,320649660249.67944,0.0,18489.90803605888,66824081883.68768,65108644195.93602
russia,2035,5197769596170.075,147729965.96336016,1873270.6593172126,252555682629.34595,257136123229.9065,30737297707.012226,11558428268.542627,0.0,2242424797.199624,283892031905.33575,3981389031.58303,27548.40612633718,-31336349275.989807,-23759310039.030212
mena,2035,7121240261896.125,259213052.559949,385999.55364046793,638920316046.2843,342410549261.78546,110139845679.16034,0.0,9875221947.204765,1561685732.0798798,451614396553.1213,935998387.8245853,27780.278584044616,187305919493.16302,176494699158.13367
ssa,2035,3027808074081.2915,676300747.8297184,0.0,312814854745.5148,108733706868.48076,17231786975.049763,0.0,3436379312.7319913,1298037560.3267515,125965493843.53052,0.0,6074.267840154052,186849360901.98425,183412981589.25226
us,2036,18881498425340.48,175046940.43381357,10370688.509699583,773772410091.2731,955890118618.4594,107272179138.42693,185895537182.48706,0.0,5150806366.161792,993939572657.0343,69222725099.85202,72078.62633090236,-220167162565.76123,-103494350483.12619
oecd-ex-us,2036,22198619903674.383,376415250.10964245,12927425.0215454,827992870913.5432,1161040547612.68,120006167979.71614,137414287288.57643,0.0,4781334008.846349,1225087433613.5623,55959281978.83403,51180.04164705318,-397094562700.01904,-315639557390.2767
china,2036,20435222189092.074,691420942.6834455,0.0,675294249058.8174,1063215754309.4967,109656577329.40475,0.0,7586436214.025041,8147751556.155713,1172872331638.9014,0.0,32144.40856575911,-497578082580.084,-505164518794.109
india,2036,8017228703120.72,858485834.7397546,0.0,696046623679.7819,377607132815.78467,115618322387.49266,0.0,19919565582.586754,2736873228.0647745,493225455203.27734,0.0,12843.215070404938,202821168476.50452,182901602893.91776
latam,2036,5684035250838.596,315280981.97638476,0.0,346821904847.124,274048420711.4133,42338157736.53351,0.0,6671278539.457353,1773027530.222822,316386578447.9468,0.0,20962.8420526122,30435326399.177246,23764047859.719894
seasia,2036,5999910617139.021,359551966.6429357,0.0,379642568427.631,280399755662.41455,42588017169.89871,0.0,1960663091.351149,2114097275.6265974,322987772832.31323,0.0,19153.538279183922,56654795595.31775,54694132503.9666
russia,2036,5171078977152.802,147472145.07985482,2055378.4217118535,246653072376.49582,256515686094.975,30582494277.0865,11443480451.425312,0.0,2311008526.8681087,282689390676.721,4408789695.340414,28366.993805910806,-36036318300.22519,-29001627544.14029
mena,2036,7282050292325.245,261110244.48507762,383549.3371608018,631043217826.5883,349265845198.18823,113086072470.7917,0.0,9463764881.588402,1582495153.0985296,461417838832.4313,934078836.5486251,28602.160001844866,169625378994.15698,159227535276.01996
ssa,2036,3209477892797.9644,699292325.982985,0.0,317175917800.9034,114710899161.03476,18231960235.712734,0.0,3866965359.9225416,1303725672.439164,132942859396.7475,0.0,6398.229486727132,184233058404.15588,180366093044.23334
us,2037,18776946642135.625,174951231.97431412,11316242.9413219,763574097912.3416,954432457290.0815,106654713839.28308,187838737287.78955,0.0,5122552724.39354,985120673370.9518,75966497758.41307,73173.64322583453,-221546575458.61023,-109674335929.23375
oecd-ex-us,2037,21878346286423.86,373223189.3668031,13971070.63959166,808252190108.2874,1151710051326.804,118040529128.76599,136502150887.71135,0.0,4722622209.057284,1208889390971.3179,60861189484.25175,52225.114427354754,-400637200863.0305,-324996239459.5709
china,2037,19905084517182.742,679611051.1660588,0.0,622592168660.47,1047108649604.6948,106585139514.28131,0.0,6830336944.68395,7794285493.860841,1153693789118.976,0.0,33030.42278602598,-531101620458.5061,-537931957403.19006
india,2037,8257153845908.571,862487670.4564204,0.0,688904545934.8235,382685410247.8095,119165066886.08273,0.0,20877938786.169106,73749012773.09138,501850477133.8922,0.0,13380.086580480644,187054068800.93127,166176130014.76218
latam,2037,5701725053787.586,314289023.1823021,0.0,339599587014.472,274667553952.3434,42356384531.28972,0.0,6603441664.625468,1717596082.7803087,317023938483.6331,0.0,21679.22158970571,22575648530.838867,15972206866.213398
seasia,2037,6047450684975.376,359203449.6989977,0.0,372085160167.6085,282230515635.2009,42799844212.710335,0.0,1644054983.9131749,2129322500.567624,325030359847.91125,0.0,19834.92458426673,47054800319.697266,45410745335.78409
russia,2037,5139345663612.968,147128473.81768543,2226267.4976923596,241418512601.23065,255745759251.75705,30408230799.35752,10843991377.178223,0.0,2158172532.869012,281318162121.42303,4835827929.691595,29203.599839846298,-39899649520.19238,-33891486072.705757
mena,2037,7426367611791.565,262846560.40608788,380856.21892113343,623461926145.2208,355780397020.00745,115717195187.31088,0.0,9235241779.53175,1588227307.951798,470566863178.76263,930729028.5556957,29442.055300080377,152895062966.4582,142729092158.37076
ssa,2037,3388290538903.3555,722330222.8263158,0.0,321331187227.2607,120745482557.66658,19222639047.51425,0.0,3892184141.3133883,1341764624.6264782,139968121605.18085,0.0,6735.7225599628055,181363065622.07983,177470881480.76645
us,2038,18667292383362.945,174813373.9902753,12266581.348538605,754367904599.0203,952793910845.8297,106032455329.64117,189744643482.26294,0.0,5059559321.50141,976054224438.3575,82772141737.11336,74285.08485777202,-221686319839.33728,-114713818094.1877
oecd-ex-us,2038,21551663747728.906,369892912.7637409,15011488.156194288,789907945414.2283,1141913917813.1946,116118242929.09943,136836375787.55826,0.0,4605300845.534018,1192309724839.7908,65722435902.50249,53287.270426712654,-402401779425.5625,-331287839540.5067
china,2038,19348586046477.12,667269353.2573029,0.0,575753476847.9242,1029844397530.7966,103577779562.41151,0.0,6562123386.674079,7732352926.323127,1133422177093.2083,0.0,33934.596227066046,-557668700245.284,-564230823631.9581
india,2038,8409473969555.155,865841546.639587,0.0,681484111479.3074,389224048964.20764,121858191746.91245,0.0,20872209127.853203,2790462006.250533,511082240711.1201,0.0,13933.95184345038,170401870768.18726,149529661640.33405
latam,2038,5711876083046.782,313109053.4327273,0.0,332315767835.7187,275104800174.5178,42498869930.576355,0.0,6275418002.655401,1714349531.2263963,317603670105.0942,0.0,22413.789792727977,14712097730.624512,8436679727.9691105
seasia,2038,6085816346577.921,358638508.14197975,0.0,364855887425.90283,283868257887.1408,43139272431.27066,0.0,1590435788.2940733,2107740283.3492053,327007530318.4115,0.0,20534.368938161053,37848357107.49133,36257921319.19726
russia,2038,5104826730584.326,146728997.58459932,2406441.8720839503,236880331993.80322,254824914000.6394,30209632509.770763,11466797342.655245,0.0,2168484145.311829,279803370604.6452,5231175905.764895,30058.486446507162,-42923038610.84198,-36687417173.95163
mena,2038,7554071633287.852,264364850.12166613,377851.215012536,616511564141.7491,361961573212.0939,118409047048.82462,0.0,10004868168.532833,1567945783.9877374,479444848122.809,925772138.1094722,30300.225990167473,137066716018.94012,126136075712.29782
