region,year,agegrp,pop_thousands,series
mena,2097,55-59,40738.751,low
mena,2097,60-64,39464.191,low
mena,2097,65-69,39715.557,low
mena,2097,70-74,40617.253,low
mena,2097,75-79,40196.838,low
mena,2097,80-84,35499.73,low
mena,2097,85-89,23610.461,low
mena,2097,90-94,11855.408,low
mena,2097,95-99,4328.304,low
mena,2098,0-4,21388.344,low
mena,2098,10-14,24856.911,low
mena,2098,100+,1088.428,low
mena,2098,15-19,26187.838,low
mena,2098,20-24,28799.189,low
mena,2098,25-29,33290.335,low
mena,2098,30-34,36363.637,low
mena,2098,35-39,38384.552,low
mena,2098,40-44,39448.077,low
mena,2098,45-49,40481.142,low
mena,2098,5-9,23275.59,low
mena,2098,50-54,41308.907,low
mena,2098,55-59,40754.155,low
mena,2098,60-64,39146.415,low
mena,2098,65-69,39178.832,low
mena,2098,70-74,39804.762,low
mena,2098,75-79,39815.001,low
mena,2098,80-84,35564.862,low
mena,2098,85-89,24320.273,low
mena,2098,90-94,12283.373,low
mena,2098,95-99,4442.57,low
mena,2099,0-4,21097.785,low
mena,2099,10-14,24478.6,low
mena,2099,100+,1120.528,low
mena,2099,15-19,25817.183,low
mena,2099,20-24,28480.157,low
mena,2099,25-29,33011.235,low
mena,2099,30-34,36043.037,low
mena,2099,35-39,37921.597,low
mena,2099,40-44,38869.518,low
mena,2099,45-49,39936.961,low
mena,2099,5-9,22936.954,low
mena,2099,50-54,40962.658,low
mena,2099,55-59,40713.964,low
mena,2099,60-64,39048.421,low
mena,2099,65-69,38755.448,low
mena,2099,70-74,39088.356,low
mena,2099,75-79,39261.033,low
mena,2099,80-84,35328.769,low
mena,2099,85-89,24999.6,low
mena,2099,90-94,12748.56,low
mena,2099,95-99,4566.716,low
mena,2100,0-4,20819.472,low
mena,2100,10-14,24102.505,low
mena,2100,100+,1157.752,low
mena,2100,15-19,25440.899,low
mena,2100,20-24,28153.214,low
mena,2100,25-29,32727.438,low
mena,2100,30-34,35737.193,low
mena,2100,35-39,37488.706,low
mena,2100,40-44,38303.608,low
mena,2100,45-49,39371.27,low
mena,2100,5-9,22605.106,low
mena,2100,50-54,40567.651,low
mena,2100,55-59,40610.37,low
mena,2100,60-64,39164.406,low
mena,2100,65-69,38437.038,low
mena,2100,70-74,38516.31,low
mena,2100,75-79,38400.944,low
mena,2100,80-84,34935.487,low
mena,2100,85-89,25608.623,low
mena,2100,90-94,13234.675,low
mena,2100,95-99,4705.666,low
oecd-ex-us,2024,0-4,34217.411,low
oecd-ex-us,2024,10-14,41690.95,low
oecd-ex-us,2024,100+,301.956,low
oecd-ex-us,2024,15-19,42561.622,low
oecd-ex-us,2024,20-24,43829.323,low
oecd-ex-us,2024,25-29,46886.14,low
oecd-ex-us,2024,30-34,49917.756,low
oecd-ex-us,2024,35-39,51625.94,low
oecd-ex-us,2024,40-44,53996.513,low
oecd-ex-us,2024,45-49,55426.231,low
oecd-ex-us,2024,5-9,39172.176,low
oecd-ex-us,2024,50-54,57899.808,low
oecd-ex-us,2024,55-59,56501.731,low
oecd-ex-us,2024,60-64,53574.539,low
oecd-ex-us,2024,65-69,48359.689,low
oecd-ex-us,2024,70-74,43235.922,low
oecd-ex-us,2024,75-79,36338.228,low
oecd-ex-us,2024,80-84,25917.434,low
oecd-ex-us,2024,85-89,16620.368,low
oecd-ex-us,2024,90-94,7593.896,low
oecd-ex-us,2024,95-99,2060.183,low
oecd-ex-us,2025,0-4,32449.737,low
oecd-ex-us,2025,10-14,41303.879,low
oecd-ex-us,2025,100+,315.044,low
oecd-ex-us,2025,15-19,42962.167,low
oecd-ex-us,2025,20-24,43881.118,low
oecd-ex-us,2025,25-29,46449.362,low
oecd-ex-us,2025,30-34,49090.13,low
oecd-ex-us,2025,35-39,51270.952,low
oecd-ex-us,2025,40-44,53331.125,low
oecd-ex-us,2025,45-49,54980.145,low
oecd-ex-us,2025,5-9,38412.736,low
oecd-ex-us,2025,50-54,57521.596,low
oecd-ex-us,2025,55-59,56619.177,low
oecd-ex-us,2025,60-64,54000.317,low
oecd-ex-us,2025,65-69,48993.307,low
oecd-ex-us,2025,70-74,43344.324,low
oecd-ex-us,2025,75-79,37955.68,low
oecd-ex-us,2025,80-84,25843.054,low
oecd-ex-us,2025,85-89,17061.228,low
oecd-ex-us,2025,90-94,7846.661,low
oecd-ex-us,2025,95-99,2152.404,low
oecd-ex-us,2026,0-4,30742.399,low
oecd-ex-us,2026,10-14,40967.852,low
oecd-ex-us,2026,100+,328.25,low
oecd-ex-us,2026,15-19,43174.378,low
oecd-ex-us,2026,20-24,44166.556,low
oecd-ex-us,2026,25-29,46081.796,low
oecd-ex-us,2026,30-34,48241.824,low
oecd-ex-us,2026,35-39,50917.728,low
oecd-ex-us,2026,40-44,52657.464,low
oecd-ex-us,2026,45-49,54706.474,low
oecd-ex-us,2026,5-9,37593.839,low
oecd-ex-us,2026,50-54,56894.566,low
oecd-ex-us,2026,55-59,56956.467,low
oecd-ex-us,2026,60-64,54138.436,low
oecd-ex-us,2026,65-69,49602.346,low
oecd-ex-us,2026,70-74,43700.424,low
oecd-ex-us,2026,75-79,38967.551,low
oecd-ex-us,2026,80-84,26211.297,low
oecd-ex-us,2026,85-89,17462.747,low
oecd-ex-us,2026,90-94,8102.242,low
oecd-ex-us,2026,95-99,2252.297,low
oecd-ex-us,2027,0-4,29154.538,low
oecd-ex-us,2027,10-14,40601.21,low
oecd-ex-us,2027,100+,341.038,low
oecd-ex-us,2027,15-19,43170.009,low
oecd-ex-us,2027,20-24,44823.948,low
oecd-ex-us,2027,25-29,45721.857,low
oecd-ex-us,2027,30-34,47530.868,low
oecd-ex-us,2027,35-39,50558.591,low
oecd-ex-us,2027,40-44,52052.744,low
oecd-ex-us,2027,45-49,54423.357,low
oecd-ex-us,2027,5-9,36824.539,low
oecd-ex-us,2027,50-54,56159.552,low
oecd-ex-us,2027,55-59,57246.767,low
oecd-ex-us,2027,60-64,54316.701,low
oecd-ex-us,2027,65-69,50217.232,low
oecd-ex-us,2027,70-74,44120.209,low
oecd-ex-us,2027,75-79,39109.558,low
oecd-ex-us,2027,80-84,27461.667,low
oecd-ex-us,2027,85-89,17768.55,low
oecd-ex-us,2027,90-94,8334.668,low
oecd-ex-us,2027,95-99,2348.153,low
oecd-ex-us,2028,0-4,27767.292,low
oecd-ex-us,2028,10-14,40108.196,low
oecd-ex-us,2028,100+,355.588,low
oecd-ex-us,2028,15-19,42927.396,low
oecd-ex-us,2028,20-24,45576.808,low
oecd-ex-us,2028,25-29,45465.794,low
oecd-ex-us,2028,30-34,46945.061,low
oecd-ex-us,2028,35-39,50062.632,low
oecd-ex-us,2028,40-44,51564.556,low
oecd-ex-us,2028,45-49,54059.482,low
oecd-ex-us,2028,5-9,36055.222,low
oecd-ex-us,2028,50-54,55455.183,low
oecd-ex-us,2028,55-59,57124.93,low
oecd-ex-us,2028,60-64,54702.96,low
oecd-ex-us,2028,65-69,50804.003,low
oecd-ex-us,2028,70-74,44624.645,low
oecd-ex-us,2028,75-79,38976.327,low
oecd-ex-us,2028,80-84,28937.069,low
oecd-ex-us,2028,85-89,18106.985,low
oecd-ex-us,2028,90-94,8537.465,low
oecd-ex-us,2028,95-99,2436.032,low
oecd-ex-us,2029,0-4,26719.037,low
oecd-ex-us,2029,10-14,39531.677,low
oecd-ex-us,2029,100+,372.982,low
oecd-ex-us,2029,15-19,42561.124,low
oecd-ex-us,2029,20-24,46189.127,low
oecd-ex-us,2029,25-29,45450.314,low
oecd-ex-us,2029,30-34,46459.252,low
oecd-ex-us,2029,35-39,49403.933,low
oecd-ex-us,2029,40-44,51213.981,low
oecd-ex-us,2029,45-49,53557.732,low
oecd-ex-us,2029,5-9,34758.028,low
oecd-ex-us,2029,50-54,54804.026,low
oecd-ex-us,2029,55-59,56906.83,low
oecd-ex-us,2029,60-64,54973.304,low
oecd-ex-us,2029,65-69,51344.765,low
oecd-ex-us,2029,70-74,45287.321,low
oecd-ex-us,2029,75-79,38897.582,low
oecd-ex-us,2029,80-84,30333.641,low
oecd-ex-us,2029,85-89,18371.415,low
oecd-ex-us,2029,90-94,8770.753,low
oecd-ex-us,2029,95-99,2527.716,low
oecd-ex-us,2030,0-4,25934.13,low
oecd-ex-us,2030,10-14,38799.673,low
oecd-ex-us,2030,100+,393.846,low
oecd-ex-us,2030,15-19,42192.339,low
oecd-ex-us,2030,20-24,46625.101,low
oecd-ex-us,2030,25-29,45575.567,low
oecd-ex-us,2030,30-34,46100.036,low
oecd-ex-us,2030,35-39,48631.75,low
oecd-ex-us,2030,40-44,50896.097,low
oecd-ex-us,2030,45-49,52923.231,low
oecd-ex-us,2030,5-9,33033.132,low
oecd-ex-us,2030,50-54,54386.99,low
oecd-ex-us,2030,55-59,56560.929,low
oecd-ex-us,2030,60-64,55121.028,low
oecd-ex-us,2030,65-69,51804.555,low
oecd-ex-us,2030,70-74,45949.887,low
oecd-ex-us,2030,75-79,39067.876,low
oecd-ex-us,2030,80-84,31734.895,low
oecd-ex-us,2030,85-89,18392.611,low
oecd-ex-us,2030,90-94,9064.379,low
oecd-ex-us,2030,95-99,2633.254,low
oecd-ex-us,2031,0-4,25175.452,low
oecd-ex-us,2031,10-14,38000.5,low
oecd-ex-us,2031,100+,416.554,low
oecd-ex-us,2031,15-19,41868.168,low
oecd-ex-us,2031,20-24,46853.454,low
oecd-ex-us,2031,25-29,45903.542,low
oecd-ex-us,2031,30-34,45787.065,low
oecd-ex-us,2031,35-39,47824.981,low
oecd-ex-us,2031,40-44,50571.246,low
oecd-ex-us,2031,45-49,52274.282,low
oecd-ex-us,2031,5-9,31356.64,low
oecd-ex-us,2031,50-54,54136.192,low
oecd-ex-us,2031,55-59,55964.549,low
oecd-ex-us,2031,60-64,55480.019,low
oecd-ex-us,2031,65-69,51982.287,low
oecd-ex-us,2031,70-74,46588.176,low
oecd-ex-us,2031,75-79,39460.896,low
oecd-ex-us,2031,80-84,32615.224,low
oecd-ex-us,2031,85-89,18768.864,low
oecd-ex-us,2031,90-94,9341.344,low
oecd-ex-us,2031,95-99,2739.012,low
oecd-ex-us,2032,0-4,24447.312,low
oecd-ex-us,2032,10-14,37222.452,low
oecd-ex-us,2032,100+,438.261,low
oecd-ex-us,2032,15-19,41493.981,low
oecd-ex-us,2032,20-24,46831.496,low
oecd-ex-us,2032,25-29,46531.706,low
oecd-ex-us,2032,30-34,45403.397,low
oecd-ex-us,2032,35-39,47101.334,low
oecd-ex-us,2032,40-44,50206.424,low
oecd-ex-us,2032,45-49,51671.288,low
oecd-ex-us,2032,5-9,29755.81,low
oecd-ex-us,2032,50-54,53860.521,low
oecd-ex-us,2032,55-59,55249.574,low
oecd-ex-us,2032,60-64,55785.609,low
oecd-ex-us,2032,65-69,52187.455,low
oecd-ex-us,2032,70-74,47223.04,low
oecd-ex-us,2032,75-79,39904.418,low
oecd-ex-us,2032,80-84,32788.485,low
oecd-ex-us,2032,85-89,19814.42,low
oecd-ex-us,2032,90-94,9561.608,low
oecd-ex-us,2032,95-99,2831.666,low
oecd-ex-us,2033,0-4,23753.133,low
oecd-ex-us,2033,10-14,36445.202,low
oecd-ex-us,2033,100+,458.498,low
oecd-ex-us,2033,15-19,40994.634,low
oecd-ex-us,2033,20-24,46574.557,low
oecd-ex-us,2033,25-29,47259.08,low
oecd-ex-us,2033,30-34,45125.969,low
oecd-ex-us,2033,35-39,46503.891,low
oecd-ex-us,2033,40-44,49706.184,low
oecd-ex-us,2033,45-49,51184.508,low
oecd-ex-us,2033,5-9,28356.631,low
oecd-ex-us,2033,50-54,53505.207,low
oecd-ex-us,2033,55-59,54564.472,low
oecd-ex-us,2033,60-64,55691.354,low
oecd-ex-us,2033,65-69,52592.666,low
oecd-ex-us,2033,70-74,47830.888,low
oecd-ex-us,2033,75-79,40429.272,low
oecd-ex-us,2033,80-84,32744.485,low
oecd-ex-us,2033,85-89,21011.509,low
oecd-ex-us,2033,90-94,9804.506,low
oecd-ex-us,2033,95-99,2908.287,low
oecd-ex-us,2034,0-4,23210.092,low
oecd-ex-us,2034,10-14,35142.222,low
oecd-ex-us,2034,100+,479.871,low
oecd-ex-us,2034,15-19,40413.396,low
oecd-ex-us,2034,20-24,46197.565,low
oecd-ex-us,2034,25-29,47852.367,low
oecd-ex-us,2034,30-34,45094.481,low
oecd-ex-us,2034,35-39,46009.826,low
oecd-ex-us,2034,40-44,49046.185,low
oecd-ex-us,2034,45-49,50836.132,low
oecd-ex-us,2034,5-9,27299.514,low
oecd-ex-us,2034,50-54,53013.919,low
oecd-ex-us,2034,55-59,53933.348,low
oecd-ex-us,2034,60-64,55502.119,low
oecd-ex-us,2034,65-69,52885.99,low
oecd-ex-us,2034,70-74,48395.939,low
oecd-ex-us,2034,75-79,41102.853,low
oecd-ex-us,2034,80-84,32749.084,low
oecd-ex-us,2034,85-89,22117.549,low
oecd-ex-us,2034,90-94,10002.225,low
oecd-ex-us,2034,95-99,3001.266,low
oecd-ex-us,2035,0-4,22816.238,low
oecd-ex-us,2035,10-14,33412.732,low
oecd-ex-us,2035,100+,504.74,low
oecd-ex-us,2035,15-19,39677.209,low
oecd-ex-us,2035,20-24,45818.856,low
oecd-ex-us,2035,25-29,48272.371,low
oecd-ex-us,2035,30-34,45206.677,low
oecd-ex-us,2035,35-39,45644.208,low
oecd-ex-us,2035,40-44,48274.54,low
oecd-ex-us,2035,45-49,50521.522,low
oecd-ex-us,2035,5-9,26507.407,low
oecd-ex-us,2035,50-54,52391.409,low
oecd-ex-us,2035,55-59,53534.604,low
oecd-ex-us,2035,60-64,55184.193,low
oecd-ex-us,2035,65-69,53061.069,low
oecd-ex-us,2035,70-74,48885.362,low
oecd-ex-us,2035,75-79,41783.1,low
oecd-ex-us,2035,80-84,32972.121,low
oecd-ex-us,2035,85-89,23174.614,low
oecd-ex-us,2035,90-94,10056.455,low
oecd-ex-us,2035,95-99,3128.68,low
oecd-ex-us,2036,0-4,22448.157,low
oecd-ex-us,2036,10-14,31731.885,low
oecd-ex-us,2036,100+,529.599,low
oecd-ex-us,2036,15-19,38873.594,low
oecd-ex-us,2036,20-24,45483.325,low
oecd-ex-us,2036,25-29,48484.819,low
oecd-ex-us,2036,30-34,45522.084,low
oecd-ex-us,2036,35-39,45325.4,low
oecd-ex-us,2036,40-44,47468.775,low
oecd-ex-us,2036,45-49,50200.449,low
oecd-ex-us,2036,5-9,25741.804,low
oecd-ex-us,2036,50-54,51754.399,low
oecd-ex-us,2036,55-59,53299.756,low
oecd-ex-us,2036,60-64,54618.682,low
oecd-ex-us,2036,65-69,53439.856,low
oecd-ex-us,2036,70-74,49104.1,low
oecd-ex-us,2036,75-79,42443.625,low
oecd-ex-us,2036,80-84,33384.607,low
oecd-ex-us,2036,85-89,23834.542,low
oecd-ex-us,2036,90-94,10349.019,low
oecd-ex-us,2036,95-99,3252.644,low
oecd-ex-us,2037,0-4,22100.892,low
oecd-ex-us,2037,10-14,30127.04,low
oecd-ex-us,2037,100+,550.67,low
oecd-ex-us,2037,15-19,38091.501,low
oecd-ex-us,2037,20-24,45097.988,low
oecd-ex-us,2037,25-29,48448.012,low
oecd-ex-us,2037,30-34,46138.162,low
oecd-ex-us,2037,35-39,44936.775,low
oecd-ex-us,2037,40-44,46746.1,low
oecd-ex-us,2037,45-49,49839.941,low
oecd-ex-us,2037,5-9,25007.202,low
oecd-ex-us,2037,50-54,51162.549,low
oecd-ex-us,2037,55-59,53040.555,low
oecd-ex-us,2037,60-64,53936.224,low
oecd-ex-us,2037,65-69,53768.838,low
oecd-ex-us,2037,70-74,49345.364,low
oecd-ex-us,2037,75-79,43098.114,low
oecd-ex-us,2037,80-84,33838.897,low
oecd-ex-us,2037,85-89,24009.406,low
oecd-ex-us,2037,90-94,11051.428,low
oecd-ex-us,2037,95-99,3354.152,low
oecd-ex-us,2038,0-4,21769.951,low
oecd-ex-us,2038,10-14,28723.864,low
oecd-ex-us,2038,100+,567.262,low
oecd-ex-us,2038,15-19,37310.726,low
oecd-ex-us,2038,20-24,44588.884,low
oecd-ex-us,2038,25-29,48177.656,low
oecd-ex-us,2038,30-34,46853.516,low
oecd-ex-us,2038,35-39,44654.223,low
oecd-ex-us,2038,40-44,46149.035,low
oecd-ex-us,2038,45-49,49344.7,low
oecd-ex-us,2038,5-9,24306.566,low
oecd-ex-us,2038,50-54,50685.308,low
oecd-ex-us,2038,55-59,52702.709,low
oecd-ex-us,2038,60-64,53281.909,low
oecd-ex-us,2038,65-69,53714.127,low
oecd-ex-us,2038,70-74,49776.061,low
oecd-ex-us,2038,75-79,43726.874,low
oecd-ex-us,2038,80-84,34368.493,low
oecd-ex-us,2038,85-89,24045.728,low
oecd-ex-us,2038,90-94,11825.69,low
oecd-ex-us,2038,95-99,3465.168,low
oecd-ex-us,2039,0-4,21672.196,low
oecd-ex-us,2039,10-14,27662.053,low
oecd-ex-us,2039,100+,589.093,low
oecd-ex-us,2039,15-19,36003.745,low
oecd-ex-us,2039,20-24,43996.906,low
oecd-ex-us,2039,25-29,47786.058,low
oecd-ex-us,2039,30-34,47433.536,low
oecd-ex-us,2039,35-39,44616.027,low
oecd-ex-us,2039,40-44,45654.086,low
oecd-ex-us,2039,45-49,48690.089,low
oecd-ex-us,2039,5-9,23756.239,low
oecd-ex-us,2039,50-54,50344.933,low
oecd-ex-us,2039,55-59,52229.847,low
oecd-ex-us,2039,60-64,52681.197,low
oecd-ex-us,2039,65-69,53565.667,low
oecd-ex-us,2039,70-74,50099.677,low
oecd-ex-us,2039,75-79,44317.785,low
oecd-ex-us,2039,80-84,35032.425,low
oecd-ex-us,2039,85-89,24123.389,low
oecd-ex-us,2039,90-94,12511.531,low
oecd-ex-us,2039,95-99,3552.534,low
oecd-ex-us,2040,0-4,21798.307,low
oecd-ex-us,2040,10-14,26865.55,low
oecd-ex-us,2040,100+,621.539,low
oecd-ex-us,2040,15-19,34270.675,low
oecd-ex-us,2040,20-24,43250.784,low
oecd-ex-us,2040,25-29,47394.169,low
oecd-ex-us,2040,30-34,47841.954,low
oecd-ex-us,2040,35-39,44721.968,low
oecd-ex-us,2040,40-44,45287.576,low
oecd-ex-us,2040,45-49,47924.807,low
oecd-ex-us,2040,5-9,23355.685,low
oecd-ex-us,2040,50-54,50038.881,low
oecd-ex-us,2040,55-59,51627.453,low
oecd-ex-us,2040,60-64,52309.744,low
oecd-ex-us,2040,65-69,53287.906,low
oecd-ex-us,2040,70-74,50311.312,low
oecd-ex-us,2040,75-79,44842.052,low
oecd-ex-us,2040,80-84,35712.28,low
oecd-ex-us,2040,85-89,24375.211,low
oecd-ex-us,2040,90-94,13119.811,low
oecd-ex-us,2040,95-99,3580.728,low
oecd-ex-us,2041,0-4,21919.772,low
oecd-ex-us,2041,10-14,26098.257,low
oecd-ex-us,2041,100+,653.648,low
oecd-ex-us,2041,15-19,32589.211,low
oecd-ex-us,2041,20-24,42443.381,low
oecd-ex-us,2041,25-29,47054.288,low
oecd-ex-us,2041,30-34,48050.935,low
oecd-ex-us,2041,35-39,45035.559,low
oecd-ex-us,2041,40-44,44970.899,low
oecd-ex-us,2041,45-49,47127.541,low
oecd-ex-us,2041,5-9,22984.842,low
oecd-ex-us,2041,50-54,49728.351,low
oecd-ex-us,2041,55-59,51011.522,low
oecd-ex-us,2041,60-64,52099.584,low
oecd-ex-us,2041,65-69,52767.864,low
oecd-ex-us,2041,70-74,50717.152,low
oecd-ex-us,2041,75-79,45112.923,low
oecd-ex-us,2041,80-84,36378.538,low
oecd-ex-us,2041,85-89,24769.308,low
oecd-ex-us,2041,90-94,13491.274,low
oecd-ex-us,2041,95-99,3725.749,low
oecd-ex-us,2042,0-4,22031.628,low
oecd-ex-us,2042,10-14,25364.0,low
oecd-ex-us,2042,100+,680.442,low
oecd-ex-us,2042,15-19,30985.883,low
oecd-ex-us,2042,20-24,41662.177,low
oecd-ex-us,2042,25-29,46671.717,low
oecd-ex-us,2042,30-34,48016.968,low
oecd-ex-us,2042,35-39,45652.825,low
oecd-ex-us,2042,40-44,44586.953,low
oecd-ex-us,2042,45-49,46414.262,low
oecd-ex-us,2042,5-9,22637.835,low
oecd-ex-us,2042,50-54,49379.932,low
oecd-ex-us,2042,55-59,50440.056,low
oecd-ex-us,2042,60-64,51866.302,low
oecd-ex-us,2042,65-69,52133.592,low
oecd-ex-us,2042,70-74,51077.988,low
oecd-ex-us,2042,75-79,45400.397,low
oecd-ex-us,2042,80-84,37035.375,low
oecd-ex-us,2042,85-89,25191.361,low
oecd-ex-us,2042,90-94,13619.859,low
oecd-ex-us,2042,95-99,4046.29,low
oecd-ex-us,2043,0-4,22124.643,low
oecd-ex-us,2043,10-14,24663.591,low
oecd-ex-us,2043,100+,708.12,low
oecd-ex-us,2043,15-19,29583.507,low
oecd-ex-us,2043,20-24,40881.148,low
oecd-ex-us,2043,25-29,46165.025,low
oecd-ex-us,2043,30-34,47749.717,low
oecd-ex-us,2043,35-39,46368.966,low
oecd-ex-us,2043,40-44,44308.594,low
oecd-ex-us,2043,45-49,45825.477,low
oecd-ex-us,2043,5-9,22306.973,low
oecd-ex-us,2043,50-54,48897.696,low
oecd-ex-us,2043,55-59,49980.513,low
oecd-ex-us,2043,60-64,51555.724,low
oecd-ex-us,2043,65-69,51524.938,low
oecd-ex-us,2043,70-74,51076.37,low
oecd-ex-us,2043,75-79,45863.106,low
oecd-ex-us,2043,80-84,37669.991,low
oecd-ex-us,2043,85-89,25676.111,low
oecd-ex-us,2043,90-94,13689.931,low
oecd-ex-us,2043,95-99,4382.137,low
oecd-ex-us,2044,0-4,22189.566,low
oecd-ex-us,2044,10-14,24113.853,low
oecd-ex-us,2044,100+,727.87,low
oecd-ex-us,2044,15-19,28521.646,low
oecd-ex-us,2044,20-24,39572.505,low
oecd-ex-us,2044,25-29,45575.104,low
oecd-ex-us,2044,30-34,47362.739,low
oecd-ex-us,2044,35-39,46951.076,low
oecd-ex-us,2044,40-44,44274.351,low
oecd-ex-us,2044,45-49,45338.247,low
oecd-ex-us,2044,5-9,22209.977,low
oecd-ex-us,2044,50-54,48257.508,low
oecd-ex-us,2044,55-59,49655.964,low
oecd-ex-us,2044,60-64,51112.123,low
oecd-ex-us,2044,65-69,50969.336,low
oecd-ex-us,2044,70-74,50983.124,low
oecd-ex-us,2044,75-79,46225.457,low
oecd-ex-us,2044,80-84,38275.832,low
oecd-ex-us,2044,85-89,26270.327,low
oecd-ex-us,2044,90-94,13788.292,low
oecd-ex-us,2044,95-99,4657.808,low
oecd-ex-us,2045,0-4,22223.117,low
oecd-ex-us,2045,10-14,23714.629,low
oecd-ex-us,2045,100+,734.779,low
oecd-ex-us,2045,15-19,27725.305,low
oecd-ex-us,2045,20-24,37838.114,low
oecd-ex-us,2045,25-29,44832.137,low
oecd-ex-us,2045,30-34,46977.504,low
oecd-ex-us,2045,35-39,47363.546,low
oecd-ex-us,2045,40-44,44384.648,low
oecd-ex-us,2045,45-49,44979.232,low
oecd-ex-us,2045,5-9,22337.975,low
oecd-ex-us,2045,50-54,47507.878,low
oecd-ex-us,2045,55-59,49366.453,low
oecd-ex-us,2045,60-64,50541.313,low
oecd-ex-us,2045,65-69,50637.776,low
oecd-ex-us,2045,70-74,50760.282,low
oecd-ex-us,2045,75-79,46484.04,low
oecd-ex-us,2045,80-84,38827.916,low
oecd-ex-us,2045,85-89,26888.218,low
oecd-ex-us,2045,90-94,13999.157,low
oecd-ex-us,2045,95-99,4875.673,low
oecd-ex-us,2046,0-4,22221.119,low
oecd-ex-us,2046,10-14,23344.041,low
oecd-ex-us,2046,100+,775.312,low
oecd-ex-us,2046,15-19,26957.768,low
oecd-ex-us,2046,20-24,36154.428,low
oecd-ex-us,2046,25-29,44025.413,low
oecd-ex-us,2046,30-34,46641.22,low
oecd-ex-us,2046,35-39,47575.078,low
oecd-ex-us,2046,40-44,44700.509,low
oecd-ex-us,2046,45-49,44668.771,low
oecd-ex-us,2046,5-9,22459.717,low
oecd-ex-us,2046,50-54,46725.561,low
oecd-ex-us,2046,55-59,49072.648,low
oecd-ex-us,2046,60-64,49956.091,low
oecd-ex-us,2046,65-69,50461.646,low
oecd-ex-us,2046,70-74,50301.175,low
oecd-ex-us,2046,75-79,46921.269,low
oecd-ex-us,2046,80-84,39150.042,low
oecd-ex-us,2046,85-89,27498.891,low
oecd-ex-us,2046,90-94,14293.421,low
oecd-ex-us,2046,95-99,5002.3,low
oecd-ex-us,2047,0-4,22176.706,low
oecd-ex-us,2047,10-14,22995.38,low
oecd-ex-us,2047,100+,858.132,low
oecd-ex-us,2047,15-19,26221.765,low
oecd-ex-us,2047,20-24,34546.124,low
oecd-ex-us,2047,25-29,43240.014,low
oecd-ex-us,2047,30-34,46257.08,low
oecd-ex-us,2047,35-39,47540.654,low
oecd-ex-us,2047,40-44,45316.672,low
oecd-ex-us,2047,45-49,44289.686,low
oecd-ex-us,2047,5-9,22568.934,low
oecd-ex-us,2047,50-54,46024.941,low
oecd-ex-us,2047,55-59,48740.863,low
oecd-ex-us,2047,60-64,49412.371,low
oecd-ex-us,2047,65-69,50262.121,low
oecd-ex-us,2047,70-74,49730.466,low
oecd-ex-us,2047,75-79,47318.07,low
oecd-ex-us,2047,80-84,39481.301,low
oecd-ex-us,2047,85-89,28096.154,low
oecd-ex-us,2047,90-94,14599.293,low
oecd-ex-us,2047,95-99,5058.32,low
oecd-ex-us,2048,0-4,22089.014,low
oecd-ex-us,2048,10-14,22663.12,low
oecd-ex-us,2048,100+,938.999,low
oecd-ex-us,2048,15-19,25519.87,low
oecd-ex-us,2048,20-24,33139.041,low
oecd-ex-us,2048,25-29,42455.797,low
oecd-ex-us,2048,30-34,45749.841,low
oecd-ex-us,2048,35-39,47274.019,low
oecd-ex-us,2048,40-44,46031.657,low
oecd-ex-us,2048,45-49,44015.865,low
oecd-ex-us,2048,5-9,22659.685,low
oecd-ex-us,2048,50-54,45447.45,low
oecd-ex-us,2048,55-59,48276.998,low
oecd-ex-us,2048,60-64,48977.079,low
oecd-ex-us,2048,65-69,49987.261,low
oecd-ex-us,2048,70-74,49182.441,low
oecd-ex-us,2048,75-79,47382.343,low
oecd-ex-us,2048,80-84,39970.068,low
oecd-ex-us,2048,85-89,28677.072,low
oecd-ex-us,2048,90-94,14948.289,low
oecd-ex-us,2048,95-99,5104.184,low
oecd-ex-us,2049,0-4,21956.253,low
oecd-ex-us,2049,10-14,22565.411,low
oecd-ex-us,2049,100+,997.335,low
oecd-ex-us,2049,15-19,24968.798,low
oecd-ex-us,2049,20-24,32072.078,low
oecd-ex-us,2049,25-29,41145.999,low
oecd-ex-us,2049,30-34,45161.633,low
oecd-ex-us,2049,35-39,46889.493,low
oecd-ex-us,2049,40-44,46613.928,low
oecd-ex-us,2049,45-49,43985.561,low
oecd-ex-us,2049,5-9,22723.515,low
oecd-ex-us,2049,50-54,44970.562,low
oecd-ex-us,2049,55-59,47657.276,low
oecd-ex-us,2049,60-64,48674.266,low
oecd-ex-us,2049,65-69,49582.58,low
oecd-ex-us,2049,70-74,48686.398,low
oecd-ex-us,2049,75-79,47359.146,low
oecd-ex-us,2049,80-84,40370.336,low
oecd-ex-us,2049,85-89,29242.908,low
oecd-ex-us,2049,90-94,15370.512,low
oecd-ex-us,2049,95-99,5162.378,low
oecd-ex-us,2050,0-4,21778.551,low
oecd-ex-us,2050,10-14,22692.992,low
oecd-ex-us,2050,100+,1035.742,low
oecd-ex-us,2050,15-19,24568.467,low
oecd-ex-us,2050,20-24,31270.864,low
oecd-ex-us,2050,25-29,39412.013,low
oecd-ex-us,2050,30-34,44421.608,low
oecd-ex-us,2050,35-39,46507.401,low
oecd-ex-us,2050,40-44,47027.528,low
oecd-ex-us,2050,45-49,44099.252,low
oecd-ex-us,2050,5-9,22756.487,low
