region,year,agegrp,pop_thousands,series
oecd-ex-us,2050,50-54,44620.788,low
oecd-ex-us,2050,55-59,46929.464,low
oecd-ex-us,2050,60-64,48407.086,low
oecd-ex-us,2050,65-69,49054.074,low
oecd-ex-us,2050,70-74,48406.84,low
oecd-ex-us,2050,75-79,47206.546,low
oecd-ex-us,2050,80-84,40680.701,low
oecd-ex-us,2050,85-89,29774.282,low
oecd-ex-us,2050,90-94,15816.983,low
oecd-ex-us,2050,95-99,5271.153,low
oecd-ex-us,2051,0-4,21558.164,low
oecd-ex-us,2051,10-14,22815.077,low
oecd-ex-us,2051,100+,1061.179,low
oecd-ex-us,2051,15-19,24198.075,low
oecd-ex-us,2051,20-24,30501.556,low
oecd-ex-us,2051,25-29,37732.402,low
oecd-ex-us,2051,30-34,43620.311,low
oecd-ex-us,2051,35-39,46175.529,low
oecd-ex-us,2051,40-44,47241.799,low
oecd-ex-us,2051,45-49,44417.982,low
oecd-ex-us,2051,5-9,22755.018,low
oecd-ex-us,2051,50-54,44319.396,low
oecd-ex-us,2051,55-59,46169.163,low
oecd-ex-us,2051,60-64,48136.945,low
oecd-ex-us,2051,65-69,48511.185,low
oecd-ex-us,2051,70-74,48275.854,low
oecd-ex-us,2051,75-79,46827.921,low
oecd-ex-us,2051,80-84,41147.454,low
oecd-ex-us,2051,85-89,30114.852,low
oecd-ex-us,2051,90-94,16261.81,low
oecd-ex-us,2051,95-99,5412.949,low
oecd-ex-us,2052,0-4,21294.654,low
oecd-ex-us,2052,10-14,22925.163,low
oecd-ex-us,2052,100+,1082.989,low
oecd-ex-us,2052,15-19,23849.62,low
oecd-ex-us,2052,20-24,29763.723,low
oecd-ex-us,2052,25-29,36129.361,low
oecd-ex-us,2052,30-34,42842.029,low
oecd-ex-us,2052,35-39,45796.985,low
oecd-ex-us,2052,40-44,47211.596,low
oecd-ex-us,2052,45-49,45035.826,low
oecd-ex-us,2052,5-9,22711.974,low
oecd-ex-us,2052,50-54,43949.877,low
oecd-ex-us,2052,55-59,45488.953,low
oecd-ex-us,2052,60-64,47830.125,low
oecd-ex-us,2052,65-69,48007.316,low
oecd-ex-us,2052,70-74,48121.956,low
oecd-ex-us,2052,75-79,46343.792,low
oecd-ex-us,2052,80-84,41581.076,low
oecd-ex-us,2052,85-89,30460.033,low
oecd-ex-us,2052,90-94,16691.752,low
oecd-ex-us,2052,95-99,5555.037,low
oecd-ex-us,2053,0-4,20987.127,low
oecd-ex-us,2053,10-14,23015.906,low
oecd-ex-us,2053,100+,1104.599,low
oecd-ex-us,2053,15-19,23515.971,low
oecd-ex-us,2053,20-24,29056.133,low
oecd-ex-us,2053,25-29,34723.393,low
oecd-ex-us,2053,30-34,42062.539,low
oecd-ex-us,2053,35-39,45294.031,low
oecd-ex-us,2053,40-44,46948.912,low
oecd-ex-us,2053,45-49,45751.188,low
oecd-ex-us,2053,5-9,22624.337,low
oecd-ex-us,2053,50-54,43684.169,low
oecd-ex-us,2053,55-59,44929.143,low
oecd-ex-us,2053,60-64,47393.012,low
oecd-ex-us,2053,65-69,47606.746,low
oecd-ex-us,2053,70-74,47894.444,low
oecd-ex-us,2053,75-79,45878.343,low
oecd-ex-us,2053,80-84,41726.459,low
oecd-ex-us,2053,85-89,30941.322,low
oecd-ex-us,2053,90-94,17111.732,low
oecd-ex-us,2053,95-99,5717.535,low
oecd-ex-us,2054,0-4,20638.81,low
oecd-ex-us,2054,10-14,23079.539,low
oecd-ex-us,2054,100+,1125.634,low
oecd-ex-us,2054,15-19,23416.217,low
oecd-ex-us,2054,20-24,28496.987,low
oecd-ex-us,2054,25-29,33655.075,low
oecd-ex-us,2054,30-34,40757.608,low
oecd-ex-us,2054,35-39,44710.036,low
oecd-ex-us,2054,40-44,46568.62,low
oecd-ex-us,2054,45-49,46334.206,low
oecd-ex-us,2054,5-9,22491.411,low
oecd-ex-us,2054,50-54,43660.021,low
oecd-ex-us,2054,55-59,44467.774,low
oecd-ex-us,2054,60-64,46802.474,low
oecd-ex-us,2054,65-69,47334.471,low
oecd-ex-us,2054,70-74,47541.24,low
oecd-ex-us,2054,75-79,45463.511,low
oecd-ex-us,2054,80-84,41791.357,low
oecd-ex-us,2054,85-89,31357.238,low
oecd-ex-us,2054,90-94,17530.409,low
oecd-ex-us,2054,95-99,5914.453,low
oecd-ex-us,2055,0-4,20255.689,low
oecd-ex-us,2055,10-14,23111.688,low
oecd-ex-us,2055,100+,1157.808,low
oecd-ex-us,2055,15-19,23541.233,low
oecd-ex-us,2055,20-24,28086.757,low
oecd-ex-us,2055,25-29,32849.68,low
oecd-ex-us,2055,30-34,39027.268,low
oecd-ex-us,2055,35-39,43973.432,low
oecd-ex-us,2055,40-44,46190.084,low
oecd-ex-us,2055,45-49,46748.895,low
oecd-ex-us,2055,5-9,22312.607,low
oecd-ex-us,2055,50-54,43778.33,low
oecd-ex-us,2055,55-59,44131.336,low
oecd-ex-us,2055,60-64,46105.422,low
oecd-ex-us,2055,65-69,47097.786,low
oecd-ex-us,2055,70-74,47068.98,low
oecd-ex-us,2055,75-79,45254.778,low
oecd-ex-us,2055,80-84,41730.061,low
oecd-ex-us,2055,85-89,31708.227,low
oecd-ex-us,2055,90-94,17937.449,low
oecd-ex-us,2055,95-99,6126.809,low
oecd-ex-us,2056,0-4,19843.035,low
oecd-ex-us,2056,10-14,23106.597,low
oecd-ex-us,2056,100+,1196.044,low
oecd-ex-us,2056,15-19,23658.425,low
oecd-ex-us,2056,20-24,27701.721,low
oecd-ex-us,2056,25-29,32068.256,low
oecd-ex-us,2056,30-34,37343.638,low
oecd-ex-us,2056,35-39,43170.583,low
oecd-ex-us,2056,40-44,45858.284,low
oecd-ex-us,2056,45-49,46963.067,low
oecd-ex-us,2056,5-9,22086.861,low
oecd-ex-us,2056,50-54,44098.424,low
oecd-ex-us,2056,55-59,43841.111,low
oecd-ex-us,2056,60-64,45374.697,low
oecd-ex-us,2056,65-69,46858.273,low
oecd-ex-us,2056,70-74,46581.239,low
oecd-ex-us,2056,75-79,45183.184,low
oecd-ex-us,2056,80-84,41460.521,low
oecd-ex-us,2056,85-89,32181.59,low
oecd-ex-us,2056,90-94,18211.708,low
oecd-ex-us,2056,95-99,6338.506,low
oecd-ex-us,2057,0-4,19411.897,low
oecd-ex-us,2057,10-14,23059.474,low
oecd-ex-us,2057,100+,1232.432,low
oecd-ex-us,2057,15-19,23763.668,low
oecd-ex-us,2057,20-24,27338.901,low
oecd-ex-us,2057,25-29,31317.964,low
oecd-ex-us,2057,30-34,35735.462,low
oecd-ex-us,2057,35-39,42389.935,low
oecd-ex-us,2057,40-44,45479.283,low
oecd-ex-us,2057,45-49,46933.548,low
oecd-ex-us,2057,5-9,21817.271,low
oecd-ex-us,2057,50-54,44714.988,low
oecd-ex-us,2057,55-59,43482.916,low
oecd-ex-us,2057,60-64,44721.346,low
oecd-ex-us,2057,65-69,46583.276,low
oecd-ex-us,2057,70-74,46128.917,low
oecd-ex-us,2057,75-79,45087.762,low
oecd-ex-us,2057,80-84,41095.859,low
oecd-ex-us,2057,85-89,32630.472,low
oecd-ex-us,2057,90-94,18491.348,low
oecd-ex-us,2057,95-99,6537.563,low
oecd-ex-us,2058,0-4,18973.281,low
oecd-ex-us,2058,10-14,22969.871,low
oecd-ex-us,2058,100+,1274.7,low
oecd-ex-us,2058,15-19,23851.916,low
oecd-ex-us,2058,20-24,26995.981,low
oecd-ex-us,2058,25-29,30605.242,low
oecd-ex-us,2058,30-34,34330.154,low
oecd-ex-us,2058,35-39,41611.959,low
oecd-ex-us,2058,40-44,44978.608,low
oecd-ex-us,2058,45-49,46674.354,low
oecd-ex-us,2058,5-9,21506.779,low
oecd-ex-us,2058,50-54,45429.426,low
oecd-ex-us,2058,55-59,43228.234,low
oecd-ex-us,2058,60-64,44186.074,low
oecd-ex-us,2058,65-69,46181.62,low
oecd-ex-us,2058,70-74,45774.573,low
oecd-ex-us,2058,75-79,44921.369,low
oecd-ex-us,2058,80-84,40745.056,low
oecd-ex-us,2058,85-89,32858.066,low
oecd-ex-us,2058,90-94,18880.951,low
oecd-ex-us,2058,95-99,6732.318,low
oecd-ex-us,2059,0-4,18533.793,low
oecd-ex-us,2059,10-14,22835.839,low
oecd-ex-us,2059,100+,1326.324,low
oecd-ex-us,2059,15-19,23913.469,low
oecd-ex-us,2059,20-24,26887.734,low
oecd-ex-us,2059,25-29,30043.232,low
oecd-ex-us,2059,30-34,33264.445,low
oecd-ex-us,2059,35-39,40311.015,low
oecd-ex-us,2059,40-44,44398.048,low
oecd-ex-us,2059,45-49,46298.863,low
oecd-ex-us,2059,5-9,21156.814,low
oecd-ex-us,2059,50-54,46012.76,low
oecd-ex-us,2059,55-59,43212.697,low
oecd-ex-us,2059,60-64,43746.713,low
oecd-ex-us,2059,65-69,45630.225,low
oecd-ex-us,2059,70-74,45543.222,low
oecd-ex-us,2059,75-79,44635.633,low
oecd-ex-us,2059,80-84,40442.458,low
oecd-ex-us,2059,85-89,33017.652,low
oecd-ex-us,2059,90-94,19237.247,low
oecd-ex-us,2059,95-99,6932.098,low
oecd-ex-us,2060,0-4,18100.909,low
oecd-ex-us,2060,10-14,22655.703,low
oecd-ex-us,2060,100+,1384.356,low
oecd-ex-us,2060,15-19,23942.814,low
oecd-ex-us,2060,20-24,27002.394,low
oecd-ex-us,2060,25-29,29628.713,low
oecd-ex-us,2060,30-34,32460.7,low
oecd-ex-us,2060,35-39,38585.023,low
oecd-ex-us,2060,40-44,43664.993,low
oecd-ex-us,2060,45-49,45924.942,low
oecd-ex-us,2060,5-9,20771.752,low
oecd-ex-us,2060,50-54,46428.788,low
oecd-ex-us,2060,55-59,43337.717,low
oecd-ex-us,2060,60-64,43429.355,low
oecd-ex-us,2060,65-69,44974.467,low
oecd-ex-us,2060,70-74,45346.865,low
oecd-ex-us,2060,75-79,44238.581,low
oecd-ex-us,2060,80-84,40328.86,low
oecd-ex-us,2060,85-89,33060.045,low
oecd-ex-us,2060,90-94,19560.066,low
oecd-ex-us,2060,95-99,7134.31,low
oecd-ex-us,2061,0-4,17685.247,low
oecd-ex-us,2061,10-14,22430.604,low
oecd-ex-us,2061,100+,1442.138,low
oecd-ex-us,2061,15-19,23936.745,low
oecd-ex-us,2061,20-24,27112.479,low
oecd-ex-us,2061,25-29,29244.853,low
oecd-ex-us,2061,30-34,31686.412,low
oecd-ex-us,2061,35-39,36909.445,low
oecd-ex-us,2061,40-44,42868.382,low
oecd-ex-us,2061,45-49,45598.95,low
oecd-ex-us,2061,5-9,20360.129,low
oecd-ex-us,2061,50-54,46646.89,low
oecd-ex-us,2061,55-59,43662.776,low
oecd-ex-us,2061,60-64,43157.514,low
oecd-ex-us,2061,65-69,44285.388,low
oecd-ex-us,2061,70-74,45148.925,low
oecd-ex-us,2061,75-79,43826.63,low
oecd-ex-us,2061,80-84,40334.983,low
oecd-ex-us,2061,85-89,32926.195,low
oecd-ex-us,2061,90-94,19960.375,low
oecd-ex-us,2061,95-99,7268.96,low
oecd-ex-us,2062,0-4,17290.763,low
oecd-ex-us,2062,10-14,22162.224,low
oecd-ex-us,2062,100+,1493.598,low
oecd-ex-us,2062,15-19,23889.178,low
oecd-ex-us,2062,20-24,27211.434,low
oecd-ex-us,2062,25-29,28884.634,low
oecd-ex-us,2062,30-34,30944.771,low
oecd-ex-us,2062,35-39,35310.336,low
oecd-ex-us,2062,40-44,42094.684,low
oecd-ex-us,2062,45-49,45226.193,low
oecd-ex-us,2062,5-9,19930.872,low
oecd-ex-us,2062,50-54,46623.298,low
oecd-ex-us,2062,55-59,44280.98,low
oecd-ex-us,2062,60-64,42818.411,low
oecd-ex-us,2062,65-69,43670.606,low
oecd-ex-us,2062,70-74,44916.767,low
oecd-ex-us,2062,75-79,43446.036,low
oecd-ex-us,2062,80-84,40316.048,low
oecd-ex-us,2062,85-89,32716.477,low
oecd-ex-us,2062,90-94,20346.115,low
oecd-ex-us,2062,95-99,7411.758,low
oecd-ex-us,2063,0-4,16921.333,low
oecd-ex-us,2063,10-14,21852.115,low
oecd-ex-us,2063,100+,1544.247,low
oecd-ex-us,2063,15-19,23798.718,low
oecd-ex-us,2063,20-24,27293.073,low
oecd-ex-us,2063,25-29,28542.804,low
oecd-ex-us,2063,30-34,30238.392,low
oecd-ex-us,2063,35-39,33912.145,low
oecd-ex-us,2063,40-44,41322.467,low
oecd-ex-us,2063,45-49,44731.331,low
oecd-ex-us,2063,5-9,19492.818,low
oecd-ex-us,2063,50-54,46371.235,low
oecd-ex-us,2063,55-59,44995.499,low
oecd-ex-us,2063,60-64,42580.735,low
oecd-ex-us,2063,65-69,43169.818,low
oecd-ex-us,2063,70-74,44561.35,low
oecd-ex-us,2063,75-79,43155.235,low
oecd-ex-us,2063,80-84,40230.005,low
oecd-ex-us,2063,85-89,32514.997,low
oecd-ex-us,2063,90-94,20596.832,low
oecd-ex-us,2063,95-99,7625.291,low
oecd-ex-us,2064,0-4,16581.534,low
oecd-ex-us,2064,10-14,21502.443,low
oecd-ex-us,2064,100+,1598.857,low
oecd-ex-us,2064,15-19,23663.449,low
oecd-ex-us,2064,20-24,27347.281,low
oecd-ex-us,2064,25-29,28434.84,low
oecd-ex-us,2064,30-34,29682.294,low
oecd-ex-us,2064,35-39,32852.653,low
oecd-ex-us,2064,40-44,40028.226,low
oecd-ex-us,2064,45-49,44156.624,low
oecd-ex-us,2064,5-9,19053.782,low
oecd-ex-us,2064,50-54,46003.721,low
oecd-ex-us,2064,55-59,45579.956,low
oecd-ex-us,2064,60-64,42578.222,low
oecd-ex-us,2064,65-69,42761.544,low
oecd-ex-us,2064,70-74,44060.971,low
oecd-ex-us,2064,75-79,42979.604,low
oecd-ex-us,2064,80-84,40035.32,low
oecd-ex-us,2064,85-89,32357.685,low
oecd-ex-us,2064,90-94,20800.673,low
oecd-ex-us,2064,95-99,7830.179,low
oecd-ex-us,2065,0-4,16273.304,low
oecd-ex-us,2065,10-14,21117.819,low
oecd-ex-us,2065,100+,1657.987,low
oecd-ex-us,2065,15-19,23481.53,low
oecd-ex-us,2065,20-24,27367.351,low
oecd-ex-us,2065,25-29,28548.219,low
oecd-ex-us,2065,30-34,29273.734,low
oecd-ex-us,2065,35-39,32054.831,low
oecd-ex-us,2065,40-44,38309.997,low
oecd-ex-us,2065,45-49,43430.047,low
oecd-ex-us,2065,5-9,18621.63,low
oecd-ex-us,2065,50-54,45637.75,low
oecd-ex-us,2065,55-59,45998.862,low
oecd-ex-us,2065,60-64,42713.673,low
oecd-ex-us,2065,65-69,42471.697,low
oecd-ex-us,2065,70-74,43459.828,low
oecd-ex-us,2065,75-79,42838.739,low
oecd-ex-us,2065,80-84,39744.124,low
oecd-ex-us,2065,85-89,32361.227,low
oecd-ex-us,2065,90-94,20912.746,low
oecd-ex-us,2065,95-99,8027.399,low
oecd-ex-us,2066,0-4,16000.423,low
oecd-ex-us,2066,10-14,20706.083,low
oecd-ex-us,2066,100+,1696.618,low
oecd-ex-us,2066,15-19,23254.698,low
oecd-ex-us,2066,20-24,27352.014,low
oecd-ex-us,2066,25-29,28655.8,low
oecd-ex-us,2066,30-34,28894.166,low
oecd-ex-us,2066,35-39,31285.331,low
oecd-ex-us,2066,40-44,36641.469,low
oecd-ex-us,2066,45-49,42639.934,low
oecd-ex-us,2066,5-9,18205.852,low
oecd-ex-us,2066,50-54,45318.826,low
oecd-ex-us,2066,55-59,46221.862,low
oecd-ex-us,2066,60-64,43045.421,low
oecd-ex-us,2066,65-69,42225.554,low
oecd-ex-us,2066,70-74,42825.56,low
oecd-ex-us,2066,75-79,42696.883,low
oecd-ex-us,2066,80-84,39440.374,low
oecd-ex-us,2066,85-89,32457.245,low
oecd-ex-us,2066,90-94,20901.951,low
oecd-ex-us,2066,95-99,8258.899,low
oecd-ex-us,2067,0-4,15765.01,low
oecd-ex-us,2067,10-14,20277.003,low
oecd-ex-us,2067,100+,1739.922,low
oecd-ex-us,2067,15-19,22985.406,low
oecd-ex-us,2067,20-24,27297.242,low
oecd-ex-us,2067,25-29,28753.972,low
oecd-ex-us,2067,30-34,28538.891,low
oecd-ex-us,2067,35-39,30548.81,low
oecd-ex-us,2067,40-44,35049.611,low
oecd-ex-us,2067,45-49,41872.92,low
oecd-ex-us,2067,5-9,17811.608,low
oecd-ex-us,2067,50-54,44953.165,low
oecd-ex-us,2067,55-59,46205.8,low
oecd-ex-us,2067,60-64,43665.357,low
oecd-ex-us,2067,65-69,41913.008,low
oecd-ex-us,2067,70-74,42262.074,low
oecd-ex-us,2067,75-79,42521.288,low
oecd-ex-us,2067,80-84,39162.253,low
oecd-ex-us,2067,85-89,32526.698,low
oecd-ex-us,2067,90-94,20843.898,low
oecd-ex-us,2067,95-99,8483.228,low
oecd-ex-us,2068,0-4,15565.7,low
oecd-ex-us,2068,10-14,19838.054,low
oecd-ex-us,2068,100+,1810.245,low
oecd-ex-us,2068,15-19,22673.228,low
oecd-ex-us,2068,20-24,27197.665,low
oecd-ex-us,2068,25-29,28831.815,low
oecd-ex-us,2068,30-34,28198.985,low
oecd-ex-us,2068,35-39,29845.479,low
oecd-ex-us,2068,40-44,33656.987,low
oecd-ex-us,2068,45-49,41106.32,low
oecd-ex-us,2068,5-9,17440.78,low
oecd-ex-us,2068,50-54,44465.101,low
oecd-ex-us,2068,55-59,45963.192,low
oecd-ex-us,2068,60-64,44379.345,low
oecd-ex-us,2068,65-69,41698.785,low
oecd-ex-us,2068,70-74,41807.35,low
oecd-ex-us,2068,75-79,42226.32,low
oecd-ex-us,2068,80-84,38961.85,low
oecd-ex-us,2068,85-89,32535.304,low
oecd-ex-us,2068,90-94,20788.436,low
oecd-ex-us,2068,95-99,8652.072,low
oecd-ex-us,2069,0-4,15401.051,low
oecd-ex-us,2069,10-14,19397.505,low
oecd-ex-us,2069,100+,1879.413,low
oecd-ex-us,2069,15-19,22320.573,low
oecd-ex-us,2069,20-24,27051.368,low
oecd-ex-us,2069,25-29,28879.843,low
oecd-ex-us,2069,30-34,28090.957,low
oecd-ex-us,2069,35-39,29290.947,low
oecd-ex-us,2069,40-44,32601.161,low
oecd-ex-us,2069,45-49,39818.652,low
oecd-ex-us,2069,5-9,17098.688,low
oecd-ex-us,2069,50-54,43897.015,low
oecd-ex-us,2069,55-59,45606.067,low
oecd-ex-us,2069,60-64,44964.657,low
oecd-ex-us,2069,65-69,41714.118,low
oecd-ex-us,2069,70-74,41440.54,low
oecd-ex-us,2069,75-79,41793.033,low
oecd-ex-us,2069,80-84,38863.492,low
oecd-ex-us,2069,85-89,32452.562,low
oecd-ex-us,2069,90-94,20767.683,low
oecd-ex-us,2069,95-99,8797.365,low
oecd-ex-us,2070,0-4,15268.614,low
oecd-ex-us,2070,10-14,18964.66,low
oecd-ex-us,2070,100+,1949.143,low
oecd-ex-us,2070,15-19,21933.569,low
oecd-ex-us,2070,20-24,26859.097,low
oecd-ex-us,2070,25-29,28895.176,low
oecd-ex-us,2070,30-34,28206.032,low
oecd-ex-us,2070,35-39,28885.054,low
oecd-ex-us,2070,40-44,31806.941,low
oecd-ex-us,2070,45-49,38108.793,low
oecd-ex-us,2070,5-9,16789.413,low
oecd-ex-us,2070,50-54,43178.241,low
oecd-ex-us,2070,55-59,45250.589,low
oecd-ex-us,2070,60-64,45387.129,low
oecd-ex-us,2070,65-69,41864.252,low
oecd-ex-us,2070,70-74,41187.566,low
oecd-ex-us,2070,75-79,41264.857,low
oecd-ex-us,2070,80-84,38798.187,low
oecd-ex-us,2070,85-89,32298.458,low
oecd-ex-us,2070,90-94,20860.762,low
oecd-ex-us,2070,95-99,8889.185,low
oecd-ex-us,2071,0-4,15163.95,low
oecd-ex-us,2071,10-14,18547.492,low
oecd-ex-us,2071,100+,2024.003,low
oecd-ex-us,2071,15-19,21519.124,low
oecd-ex-us,2071,20-24,26621.13,low
oecd-ex-us,2071,25-29,28873.088,low
oecd-ex-us,2071,30-34,28313.192,low
oecd-ex-us,2071,35-39,28506.748,low
oecd-ex-us,2071,40-44,31040.144,low
oecd-ex-us,2071,45-49,36448.085,low
oecd-ex-us,2071,5-9,16514.434,low
oecd-ex-us,2071,50-54,42396.24,low
oecd-ex-us,2071,55-59,44940.96,low
oecd-ex-us,2071,60-64,45616.601,low
oecd-ex-us,2071,65-69,42205.663,low
oecd-ex-us,2071,70-74,40975.927,low
oecd-ex-us,2071,75-79,40704.909,low
oecd-ex-us,2071,80-84,38732.51,low
oecd-ex-us,2071,85-89,32137.725,low
oecd-ex-us,2071,90-94,21008.028,low
oecd-ex-us,2071,95-99,8919.406,low
oecd-ex-us,2072,0-4,15082.688,low
oecd-ex-us,2072,10-14,18150.045,low
oecd-ex-us,2072,100+,2097.568,low
oecd-ex-us,2072,15-19,21085.984,low
oecd-ex-us,2072,20-24,26338.478,low
oecd-ex-us,2072,25-29,28806.939,low
oecd-ex-us,2072,30-34,28405.913,low
oecd-ex-us,2072,35-39,28149.283,low
oecd-ex-us,2072,40-44,30304.12,low
oecd-ex-us,2072,45-49,34862.613,low
oecd-ex-us,2072,5-9,16274.171,low
oecd-ex-us,2072,50-54,41636.381,low
oecd-ex-us,2072,55-59,44583.677,low
oecd-ex-us,2072,60-64,45610.045,low
oecd-ex-us,2072,65-69,42827.979,low
oecd-ex-us,2072,70-74,40698.652,low
oecd-ex-us,2072,75-79,40211.672,low
oecd-ex-us,2072,80-84,38633.647,low
oecd-ex-us,2072,85-89,31995.665,low
oecd-ex-us,2072,90-94,21130.557,low
oecd-ex-us,2072,95-99,8930.759,low
oecd-ex-us,2073,0-4,15019.214,low
oecd-ex-us,2073,10-14,17775.074,low
oecd-ex-us,2073,100+,2163.66,low
oecd-ex-us,2073,15-19,20641.768,low
oecd-ex-us,2073,20-24,26010.412,low
oecd-ex-us,2073,25-29,28692.524,low
oecd-ex-us,2073,30-34,28475.556,low
oecd-ex-us,2073,35-39,27805.384,low
oecd-ex-us,2073,40-44,29600.125,low
oecd-ex-us,2073,45-49,33475.051,low
oecd-ex-us,2073,5-9,16068.586,low
oecd-ex-us,2073,50-54,40876.073,low
oecd-ex-us,2073,55-59,44104.084,low
oecd-ex-us,2073,60-64,45380.002,low
oecd-ex-us,2073,65-69,43541.538,low
oecd-ex-us,2073,70-74,40516.024,low
oecd-ex-us,2073,75-79,39821.172,low
oecd-ex-us,2073,80-84,38422.863,low
oecd-ex-us,2073,85-89,31913.93,low
oecd-ex-us,2073,90-94,21206.974,low
oecd-ex-us,2073,95-99,8943.912,low
oecd-ex-us,2074,0-4,14969.074,low
oecd-ex-us,2074,10-14,17429.144,low
oecd-ex-us,2074,100+,2222.164,low
oecd-ex-us,2074,15-19,20196.435,low
oecd-ex-us,2074,20-24,25642.681,low
oecd-ex-us,2074,25-29,28532.209,low
oecd-ex-us,2074,30-34,28516.17,low
oecd-ex-us,2074,35-39,27693.501,low
oecd-ex-us,2074,40-44,29044.765,low
oecd-ex-us,2074,45-49,32422.743,low
oecd-ex-us,2074,5-9,15898.158,low
oecd-ex-us,2074,50-54,39597.097,low
oecd-ex-us,2074,55-59,43544.946,low
oecd-ex-us,2074,60-64,45037.205,low
oecd-ex-us,2074,65-69,44128.65,low
oecd-ex-us,2074,70-74,40556.102,low
oecd-ex-us,2074,75-79,39512.662,low
oecd-ex-us,2074,80-84,38085.628,low
oecd-ex-us,2074,85-89,31913.181,low
oecd-ex-us,2074,90-94,21220.324,low
oecd-ex-us,2074,95-99,8978.064,low
oecd-ex-us,2075,0-4,14931.601,low
oecd-ex-us,2075,10-14,17117.804,low
oecd-ex-us,2075,100+,2261.994,low
oecd-ex-us,2075,15-19,19761.604,low
oecd-ex-us,2075,20-24,25247.25,low
oecd-ex-us,2075,25-29,28333.414,low
oecd-ex-us,2075,30-34,28528.948,low
oecd-ex-us,2075,35-39,27807.37,low
oecd-ex-us,2075,40-44,28639.5,low
oecd-ex-us,2075,45-49,31631.867,low
oecd-ex-us,2075,5-9,15762.499,low
oecd-ex-us,2075,50-54,37898.806,low
oecd-ex-us,2075,55-59,42837.15,low
oecd-ex-us,2075,60-64,44696.523,low
oecd-ex-us,2075,65-69,44556.81,low
oecd-ex-us,2075,70-74,40727.378,low
oecd-ex-us,2075,75-79,39311.63,low
oecd-ex-us,2075,80-84,37664.331,low
oecd-ex-us,2075,85-89,31942.653,low
oecd-ex-us,2075,90-94,21197.065,low
oecd-ex-us,2075,95-99,9068.986,low
oecd-ex-us,2076,0-4,14901.337,low
oecd-ex-us,2076,10-14,16842.135,low
oecd-ex-us,2076,100+,2284.124,low
oecd-ex-us,2076,15-19,19344.059,low
oecd-ex-us,2076,20-24,24828.981,low
oecd-ex-us,2076,25-29,28094.832,low
oecd-ex-us,2076,30-34,28508.253,low
oecd-ex-us,2076,35-39,27915.723,low
oecd-ex-us,2076,40-44,28263.32,low
oecd-ex-us,2076,45-49,30869.476,low
oecd-ex-us,2076,5-9,15656.665,low
oecd-ex-us,2076,50-54,36250.521,low
oecd-ex-us,2076,55-59,42067.734,low
oecd-ex-us,2076,60-64,44400.911,low
oecd-ex-us,2076,65-69,44796.442,low
oecd-ex-us,2076,70-74,41083.928,low
oecd-ex-us,2076,75-79,39148.873,low
oecd-ex-us,2076,80-84,37215.216,low
oecd-ex-us,2076,85-89,31973.044,low
oecd-ex-us,2076,90-94,21174.133,low
oecd-ex-us,2076,95-99,9178.12,low
oecd-ex-us,2077,0-4,14868.303,low
oecd-ex-us,2077,10-14,16601.261,low
oecd-ex-us,2077,100+,2302.027,low
oecd-ex-us,2077,15-19,18945.346,low
oecd-ex-us,2077,20-24,24390.581,low
oecd-ex-us,2077,25-29,27811.117,low
oecd-ex-us,2077,30-34,28443.76,low
oecd-ex-us,2077,35-39,28009.816,low
oecd-ex-us,2077,40-44,27908.018,low
oecd-ex-us,2077,45-49,30137.877,low
oecd-ex-us,2077,5-9,15574.394,low
oecd-ex-us,2077,50-54,34677.365,low
oecd-ex-us,2077,55-59,41320.474,low
oecd-ex-us,2077,60-64,44057.286,low
oecd-ex-us,2077,65-69,44804.66,low
oecd-ex-us,2077,70-74,41711.851,low
oecd-ex-us,2077,75-79,38922.084,low
oecd-ex-us,2077,80-84,36827.612,low
oecd-ex-us,2077,85-89,31971.687,low
oecd-ex-us,2077,90-94,21159.799,low
oecd-ex-us,2077,95-99,9270.097,low
oecd-ex-us,2078,0-4,14830.171,low
oecd-ex-us,2078,10-14,16397.187,low
oecd-ex-us,2078,100+,2321.197,low
oecd-ex-us,2078,15-19,18570.562,low
oecd-ex-us,2078,20-24,23943.664,low
oecd-ex-us,2078,25-29,27487.188,low
oecd-ex-us,2078,30-34,28336.851,low
oecd-ex-us,2078,35-39,28084.846,low
oecd-ex-us,2078,40-44,27568.836,low
oecd-ex-us,2078,45-49,29439.963,low
oecd-ex-us,2078,5-9,15513.213,low
oecd-ex-us,2078,50-54,33302.396,low
oecd-ex-us,2078,55-59,40573.22,low
oecd-ex-us,2078,60-64,43592.894,low
oecd-ex-us,2078,65-69,44594.447,low
oecd-ex-us,2078,70-74,42427.944,low
oecd-ex-us,2078,75-79,38785.782,low
oecd-ex-us,2078,80-84,36533.662,low
oecd-ex-us,2078,85-89,31873.167,low
oecd-ex-us,2078,90-94,21182.51,low
oecd-ex-us,2078,95-99,9338.36,low
oecd-ex-us,2079,0-4,14784.535,low
oecd-ex-us,2079,10-14,16229.353,low
oecd-ex-us,2079,100+,2347.414,low
oecd-ex-us,2079,15-19,18225.602,low
oecd-ex-us,2079,20-24,23496.494,low
oecd-ex-us,2079,25-29,27125.495,low
oecd-ex-us,2079,30-34,28186.798,low
oecd-ex-us,2079,35-39,28132.87,low
oecd-ex-us,2079,40-44,27462.43,low
oecd-ex-us,2079,45-49,28890.707,low
oecd-ex-us,2079,5-9,15467.031,low
