region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
ssa,2034,8285052411783.328,656852715.5495483,0.0,841857191003.3544,317013254269.36206,49506949637.01737,0.0,0.0,4427802045.8988905,366520203906.37946,0.0,5763.4547487528625,475336987096.9749,475336987096.9749
us,2035,39252826763094.266,162852441.1410636,0.0,1787638897483.4773,2014924400789.5044,229739672075.5969,0.0,0.0,11083063922.228111,2244664072865.101,0.0,70999.79148182356,-457025175381.6238,-457025175381.6238
oecd-ex-us,2035,49925770100252.7,360958876.71972704,0.0,1989090424773.461,2641179525800.9014,277396281720.23157,0.0,0.0,11223458069.429026,2918575807521.133,0.0,50151.81450967642,-929485382747.6719,-929485382747.6719
china,2035,51026241155334.72,704285663.3936803,0.0,1699601658996.3418,2667123099683.214,277741900831.3005,0.0,0.0,883238933046.5261,2944865000514.514,0.0,31276.301145481142,-1245263341518.1724,-1245263341518.1724
india,2035,20910224290247.723,865568726.9088188,0.0,1762443174043.372,1043173888941.5945,299639414862.4548,0.0,0.0,8180399746.304808,1342813303804.0493,0.0,12322.993355349145,419629870239.32275,419629870239.32275
latam,2035,14345346871462.977,318636198.8364336,0.0,862997929216.6362,709453624600.3767,108701255579.25635,0.0,0.0,4859285220.331864,818154880179.633,0.0,20264.359012709418,44843049037.003174,44843049037.003174
seasia,2035,14965469203458.738,355329807.3506391,0.0,939651503829.441,722071086456.9178,108694440397.19055,0.0,0.0,5610157847.591599,830765526854.1084,0.0,18489.90803605888,108885976975.33264,108885976975.33264
russia,2035,11601842198523.83,145856695.3040429,0.0,579094578933.2268,575033365968.2817,69399556146.86002,0.0,0.0,4999671196.377165,644432922115.1417,0.0,27548.40612633718,-65338343181.91492,-65338343181.91492
mena,2035,17674489895045.37,260068951.27195522,0.0,1545780939354.1533,884199846250.5952,278314069937.3542,0.0,0.0,4187092589.5339785,1162513916187.9495,0.0,27780.278584044616,383267023166.20386,383267023166.20386
ssa,2035,8755678825683.405,680120883.1621428,0.0,850322409981.3608,332023263465.7155,52083716523.39677,0.0,0.0,4410983907.8292265,384106979989.1123,0.0,6074.267840154052,466215429992.24854,466215429992.24854
us,2036,38797223507890.914,164676251.92411405,0.0,1760253317288.8354,1999312600145.69,227407780254.59485,0.0,0.0,10863807908.132042,2226720380400.2847,0.0,72078.62633090236,-466467063111.4492,-466467063111.4492
oecd-ex-us,2036,48993169367627.5,363487825.08809716,0.0,1937672293860.1416,2609259093278.0947,271832577581.30743,0.0,0.0,10818644374.065733,2881091670859.4023,0.0,51180.04164705318,-943419376999.2607,-943419376999.2607
china,2036,49727716382605.97,693192912.8483231,0.0,1578366046751.246,2627256167547.883,269962152410.92587,0.0,0.0,20327500478.829105,2897218319958.8086,0.0,32144.40856575911,-1318852273207.5625,-1318852273207.5625
india,2036,21295667434513.203,870948953.8308338,0.0,1740643937047.4648,1057753647859.4272,305682477553.711,0.0,0.0,8235332631.149434,1363436125413.1382,0.0,12843.215070404938,377207811634.32666,377207811634.32666
latam,2036,14374810483127.354,317993366.24228686,0.0,843560996705.9412,710211019382.3363,108580075337.18129,0.0,0.0,4693709677.957514,818791094719.5176,0.0,20962.8420526122,24769901986.423584,24769901986.423584
seasia,2036,15056414855132.678,360281790.9991659,0.0,919323147553.3909,725049552477.5609,108948984523.73729,0.0,0.0,5621041121.851323,833998537001.2982,0.0,19153.538279183922,85324610552.09265,85324610552.09265
