region,year,mig_in_head,mig_out_head,mig_in_gross,mig_out_gross,mig_in_years,entrants,entrant_years,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
china,2084,0.0,91501.56728409842,0.0,18809603783.75308,0.0,2376838.5300000003,101944876.68981493,14711674216539.05,221496776.08893776,0.0,470322733148.71185,794677168915.4912,85741873115.17282,0.0,6810508378.117667,3455682273.623326,880419042030.6641,0.0,100282.57141294116,-410096308881.9522,-416906817260.0699
india,2084,0.0,986446.8473011458,0.0,68815512674.39786,0.0,16335464.735,602888552.430841,18722825711191.38,816895958.6223757,0.0,1018467708082.6145,990474636802.6506,221534120683.93036,0.0,29636106163.607903,5465275221.281276,1212008757486.581,0.0,64319.53780678687,-193541049403.96655,-223177155567.57446
latam,2084,0.0,153003.9452942485,0.0,18861243398.16025,0.0,3375762.0100000002,138005509.66667262,9102132813321.027,208351200.23690343,0.0,387744402248.482,461748981155.2967,65531846894.50625,0.0,7845522109.841137,2338188790.181013,527280828049.8029,0.0,81535.9090948599,-139536425801.32092,-147381947911.16205
seasia,2084,0.0,83631.9700978313,0.0,9267848488.333681,0.0,4466361.37,182783573.12766144,10625890536159.496,265368502.91525435,0.0,456762444547.4282,534449249386.0369,75332079365.37721,0.0,3842528405.8613806,148062894800.7493,609781328751.4142,0.0,78049.74131886438,-153018884203.98596,-156861412609.84735
russia,2084,193692.80000000002,0.0,34940768396.62053,0.0,6191698.007868327,1896122.25,79591615.02829714,8243567814581.398,112079123.20892078,6819819.770648792,336995672480.7012,399579354954.2882,48711304218.06475,26612874575.685562,0.0,2624099004.4887958,420954909508.7635,27335749663.589783,94393.56803016318,-83959237028.06232,-84682112115.96654
mena,2084,0.0,177150.33666083397,0.0,31709098812.389973,0.0,5612652.805,196530749.54533276,15744358431035.52,261212794.4584153,0.0,912795323713.6002,870344555406.2543,218946556263.45825,0.0,12395399719.582016,3291930981.99892,1089291111669.7125,0.0,94771.59016103219,-176495787956.1123,-188891187675.69434
ssa,2084,0.0,745747.7333618411,0.0,22494056825.122837,0.0,30315840.639999997,1255603387.36462,16275862879365.018,1414266796.9057744,0.0,778501781709.5299,736722503309.4965,99644509082.36958,0.0,11278853226.081488,8677505129.279545,836367012391.8661,0.0,45903.53827694531,-57865230682.33618,-69144083908.41766
us,2085,1008213.7014047075,0.0,565136436720.272,0.0,31846550.404596627,2067720.5100000002,85958071.04345894,32237248394585.64,144536001.17420226,35657009.14725266,1151216060382.889,1610687323131.1252,181377481833.58008,429187799089.20667,0.0,6230638132.2525835,1347798926378.9211,444265878585.78516,150489.84886193747,-196582865996.03223,-211660945492.61072
oecd-ex-us,2085,963856.9673359607,0.0,355990839234.08374,0.0,30803906.630127523,2819780.1149999998,118348295.08041099,28837408247371.984,204673107.2802614,34879758.38168573,1010851469943.96,1463995566831.1418,158384609234.6082,271109546158.24182,0.0,4211037612.6874256,1334906856253.4802,287473319812.26996,127819.72350010162,-324055386309.52026,-340419159963.5484
china,2085,0.0,80461.6,0.0,16539205228.053864,0.0,2307235.165,98974706.16191784,14309343933057.441,214815586.78282043,0.0,456784870980.60394,773209816727.6353,83394393245.18896,0.0,5984420403.828409,3473475914.431247,856604209972.8242,0.0,102394.80063249002,-399819338992.2203,-405803759396.0487
india,2085,0.0,1052952.0000000002,0.0,73461539155.052,0.0,16107424.334999999,594724760.2305987,18503634472101.918,806524330.6609892,0.0,1005083601650.0784,979343700947.6929,218601990434.64957,0.0,31477434507.901302,5148285150.692733,1197945691382.3425,0.0,66113.26365059931,-192862089732.26416,-224339524240.16547
latam,2085,0.0,155639.99999999997,0.0,19188227790.450695,0.0,3316222.2399999998,135608050.8030635,8958521797020.06,204665801.68422043,0.0,381174364400.26886,454533825417.9521,64434437416.26374,0.0,7967083702.348226,2149965835.3273487,518968262834.2158,0.0,83512.12011465497,-137793898433.94696,-145760982136.2952
seasia,2085,0.0,81995.99999999996,0.0,9087691788.53039,0.0,4396683.115,179998640.62485436,10474937375760.99,261231960.54315263,0.0,449862033015.1356,526810798415.4927,74164613792.81183,0.0,3765055581.7091355,3925274376.381325,600975412208.3044,0.0,79993.87244844822,-151113379193.16882,-154878434774.87796
russia,2085,180801.3312593317,0.0,32615518801.881184,0.0,5781975.394347765,1874593.025,78711755.2486,8160589788036.509,110800708.66134994,6792593.249819231,333310431093.4979,395570659273.7355,48172744791.30828,24844279660.67881,0.0,2610666765.969986,416486900095.82355,27256503969.220345,96469.29210774116,-83176469002.32562,-85588693310.86716
mena,2085,0.0,140184.79999999996,0.0,25095816525.265472,0.0,5536921.16,193938994.11896047,15561975296498.996,258324147.15047494,0.0,900846816649.9014,860603871157.8204,216145777635.33588,0.0,9789634687.422943,3309332294.1419373,1076749648793.1562,0.0,96849.82054596348,-175902832143.25488,-185692466830.67783
ssa,2085,0.0,641637.6000000002,0.0,19359698653.596504,0.0,30059457.03,1245830541.524042,16213202008233.584,1410405218.1247787,0.0,772697620985.3783,735038577764.5427,99144820616.755,0.0,9655794911.743656,8480701176.229245,834183398381.2977,0.0,47423.0296074535,-61485777395.91943,-71141572307.66309
us,2086,1048873.6,0.0,587900424974.5703,0.0,33137684.28485741,2051289.1,85287924.85175218,32051114893739.12,143502480.07500753,35709795.00972761,1142804333855.2,1601118310529.5679,180133611131.4879,446498610024.44446,0.0,5815476934.883525,1337052867646.5745,444199054014.48193,152760.97224634764,-194248533791.3745,-191948977781.412
oecd-ex-us,2086,964777.6000000001,0.0,356340168091.3455,0.0,30839061.481642164,2780282.8850000002,116704843.68869643,28506567575747.07,206253900.89216384,35471466.49382734,997519327564.8528,1447643125391.242,156445041940.77222,271387498068.29932,0.0,4340670073.938541,1317494370783.0232,286593796548.9901,130066.87964497885,-319975043218.1704,-335181341698.8612
china,2086,0.0,69219.17475808943,0.0,14227471298.48873,0.0,2239749.0149999997,97370599.28423019,14158272207092.71,208418412.41724426,0.0,443645778506.063,756054401572.1829,83936562415.33095,0.0,5229064116.52205,250502523633.24902,839990963987.5138,0.0,104542.17997256889,-396345185481.4508,-401574249597.97284
india,2086,0.0,1132007.587194817,0.0,78983966562.25752,0.0,15882479.49,593863241.4789823,18501017258360.125,796159164.7395046,0.0,991846062347.6451,967695455614.7876,218016320120.87344,0.0,34057870105.766758,225306369752.0024,1185711775735.6611,0.0,67944.15210528357,-193865713388.016,-227923583493.78275
latam,2086,0.0,155349.54334923392,0.0,19154411279.471607,0.0,3257754.545,133252539.15831234,8816613229785.715,201057973.19943315,0.0,374710551742.66,447415474721.7033,63352411301.48197,0.0,7938928516.174338,2087695562.3539603,510767886023.1853,0.0,85524.60605693856,-136057334280.52533,-143996262796.69968
seasia,2086,0.0,86244.76854942672,0.0,9559756708.499844,0.0,4328145.345000001,177256628.59283584,10325516060733.014,257170494.41354477,0.0,443064979048.5516,519283718903.4691,73016012457.52658,0.0,3957642642.8985577,3771079927.3626924,592299731360.9957,0.0,81974.48297896248,-149234752312.44415,-153192394955.3427
russia,2086,180134.4,0.0,32495479825.537796,0.0,5762952.852580863,1853361.3350000002,77843262.85070276,8078279010994.732,109546228.22483985,6762702.273914027,329670943506.5139,391631778783.0572,47626388286.44381,24755217890.306667,0.0,2521228630.9068055,412081480728.4141,27176686341.08673,98580.5123881819,-82410537221.9002,-84832005672.68027
mena,2086,0.0,176586.33560488836,0.0,31616560295.066967,0.0,5462080.415,193845077.2850928,15570561623530.182,255407457.64148125,0.0,889023032193.4414,850725891481.4382,215505311524.87766,0.0,12463192000.438778,198257689844.50583,1066231203006.3159,0.0,98963.52449085074,-177208170812.8745,-189671362813.3133
ssa,2086,0.0,574378.1905435468,0.0,17335520492.24128,0.0,29802325.639999997,1236014150.4982421,16148121943531.006,1406290104.0083528,0.0,766839144457.6992,733218373300.7113,98628198476.7532,0.0,8601810298.116535,8529172915.306499,831846571777.4645,0.0,48979.82980658072,-65007427319.76526,-73609237617.88179
us,2087,1050749.6,0.0,588924982340.6697,0.0,33203652.71234173,2035101.0050000001,84627493.49639036,31867215143034.94,142490011.26078293,35755877.80727231,1134495865945.7283,1592525779761.6238,178858335349.2749,447299282068.88574,0.0,5689216392.129832,1326472066980.9822,444912048129.9158,155066.16061477683,-191976201035.2539,-189588967096.28394
oecd-ex-us,2087,967312.8,0.0,357274340087.20435,0.0,30925312.13970249,2741472.205,115089126.61637923,28181132071710.266,203526213.1381357,35382680.25119953,984387242786.3914,1431511465081.502,154512674868.33554,272110027336.24188,0.0,4091365790.4211254,1300345316193.012,285678823756.824,132348.50110526668,-315958073406.6206,-329526869827.2027
china,2087,0.0,77604.63178271826,0.0,15950149229.888245,0.0,2174312.21,94540253.9102766,13769216393096.025,202267380.60863668,0.0,430893391314.0746,735768954447.416,81648206087.94968,0.0,5855924888.157931,3323880112.762643,817417160535.3657,0.0,106725.2019331531,-386523769221.29114,-392379694109.4491
india,2087,0.0,1000590.6311006431,0.0,69820596084.7921,0.0,15660593.044999998,585819276.2226526,18283506022771.688,786013720.232422,0.0,978754861714.4388,956429691784.2035,215072355498.61517,0.0,29970870318.22284,5206820298.158752,1171502047282.8186,0.0,69812.72795628989,-192747185568.37976,-222718055886.6026
latam,2087,0.0,148934.87716591635,0.0,18365368832.429005,0.0,3200340.915,130939143.45594825,8676770819894.826,197532078.189012,0.0,368351750923.0747,440397368711.6477,62285332541.83784,0.0,7598657292.131643,2087197731.653871,502682701253.48553,0.0,87573.86606696805,-134330950330.41083,-141929607622.54248
seasia,2087,0.0,88279.80864300119,0.0,9786501489.670343,0.0,4260728.57,174558416.60615247,10177824297887.746,253184316.3536674,0.0,436369927192.6771,511849951374.0838,71882146741.3013,0.0,4048421186.4340277,3718829263.873654,583732098115.3851,0.0,83992.07536276645,-147362170922.708,-151410592109.14203
russia,2087,196348.80000000002,0.0,35420781487.90879,0.0,6284263.549365122,1832421.15,76987048.97515622,7999077881233.195,108335328.59685571,6750845.317579807,326076446506.7659,387736110627.4197,47083742249.27641,26986375207.312412,0.0,2555901401.080053,407731090901.40204,27088761975.29405,100727.72182228231,-81654644394.63611,-81757031162.61775
mena,2087,0.0,188768.39082203186,0.0,33802014286.410007,0.0,5388127.51,191280911.3847,15384343230586.373,252489124.67480963,0.0,877324348838.117,841031588528.4209,212721256587.19238,0.0,13298472206.077135,3508575539.753999,1053752845115.6133,0.0,101113.19488057579,-176428496277.49634,-189726968483.5735
ssa,2087,0.0,710232.86048569,0.0,21442090314.452797,0.0,29544602.339999996,1226159317.8140101,16077859893649.523,1401727372.4798357,0.0,760931481651.8805,731236212739.7267,98096956356.93074,0.0,10586470289.8988,8726107853.196661,829333169096.6575,0.0,50574.525766229104,-68401687444.77698,-78988157734.67578
us,2088,1085846.4,0.0,608568404452.7751,0.0,34969455.25410743,2019147.6600000001,85181624.99955797,32202732700693.81,141535279.14909077,35833399.86028525,1126287200195.3281,1583562724103.3865,182595826702.3444,464347819998.182,0.0,511041088271.07025,1318819647560.8943,447338903244.8358,157405.9249237484,-192532447365.56616,-175523530612.21997
oecd-ex-us,2088,1002457.6,0.0,370252762422.1878,0.0,32054491.033492908,2703329.5,113501611.59191728,27870365778482.816,200893434.43334255,35321971.104405284,971450749649.0598,1415769254800.3003,152640540974.45825,282006609726.3698,0.0,4186143171.8545794,1283437830684.4849,284971965090.2748,134665.09407535597,-311987081035.42505,-314952436399.33
china,2088,0.0,77255.94557541347,0.0,15877616390.65543,0.0,2110857.5949999997,91794914.04630628,13389640570340.87,196354365.5013771,0.0,418515699652.842,716014160773.6669,79414151664.8833,0.0,5821854994.880294,3158645025.43792,795428312438.5502,0.0,108944.36641868131,-376912612785.7082,-382734467780.5885
india,2088,0.0,1016671.2837843879,0.0,70948719231.39569,0.0,15441727.34,577875201.8070868,18066437532134.72,775938328.6110034,0.0,965809651789.588,945388482577.1349,212200078903.95016,0.0,30324006532.16998,5034425586.698349,1157588561481.085,0.0,71719.52202098836,-191778909691.49695,-222102916223.66693
latam,2088,0.0,145893.4972222369,0.0,17992044068.07075,0.0,3143962.6350000002,128666657.27692479,8538885634898.387,197966388.23189318,0.0,362096627166.87164,433490587704.59705,61235715572.491295,0.0,7307963047.946732,2052454161.7252254,494726303277.0883,0.0,89660.40616660006,-132629676110.21667,-139937639158.1634
seasia,2088,0.0,72711.94877652815,0.0,8061627715.878185,0.0,4194412.835,171904034.54527518,10032711235802.521,249289013.01323926,0.0,429775445213.23615,504511633798.3142,70762679923.27968,0.0,3332328621.4232893,3718135044.557207,575274313721.5939,0.0,86047.15878400164,-145498868508.35773,-148831197129.781
russia,2088,182903.2,0.0,32996404079.047142,0.0,5856260.3118499,1811766.1300000001,76141222.4536428,7918618485685.914,109043403.38652302,6849334.380176073,322526108265.2595,383971707938.0609,46569492677.83323,25141670149.645763,0.0,2414026653.708676,403435276426.53503,27105924189.35868,102911.42064349535,-80909168161.27551,-82873422200.98843
mena,2088,0.0,168495.88129950874,0.0,30175680115.43202,0.0,5315058.42,188746195.72168428,15200473913935.393,249603015.57758027,0.0,865750953847.5559,831307794541.338,209948277545.67245,0.0,11849005025.872068,3484806614.357678,1041256072087.0105,0.0,103299.33189164315,-175505118239.4546,-187354123265.32666
ssa,2088,0.0,790178.643341924,0.0,23862523073.128017,0.0,29286436.3,1216274175.7197127,16003417980272.818,1396783903.1042325,0.0,754979569229.5823,728967759411.8506,97530309359.40572,0.0,11724691312.851212,8801277477.81494,826498068771.2563,0.0,52207.70938325272,-71518499541.67407,-83243190854.52528
us,2089,1057875.2,0.0,592865162380.5449,0.0,34075461.04947209,2003420.58,84530907.30732277,32021936926828.27,140573425.8189339,35879130.95719339,1118174864770.0127,1575679747782.9705,181478765505.42694,452388285525.82275,0.0,5799589127.025719,1308500846417.4678,448657666870.9291,159780.78379441838,-190325981647.45508,-186595362992.5614
oecd-ex-us,2089,937095.2000000001,0.0,346109431255.74945,0.0,29969785.126048923,2665836.4,111941289.79681428,27545477975666.113,198265689.9883531,35203384.41780374,958705348049.6418,1400618437910.7231,150820231435.9477,263628883129.4798,0.0,4216635350.8416114,1266759739018.519,284678930328.1529,137017.17244994192,-308054390968.8772,-329104438167.5503
china,2089,0.0,77352.79999999997,0.0,15896671054.732948,0.0,2049319.175,89131278.91117765,13019200092525.82,190662234.1221096,0.0,406500841351.0798,696787756514.8162,77237074943.53593,0.0,5820284750.782457,2903797043.008643,774024831458.352,0.0,111200.18085960185,-367523990107.2723,-373344274858.05475
india,2089,0.0,1040830.4000000004,0.0,72640733719.45561,0.0,15225844.469999999,570025825.4112716,17849556636979.125,765924917.8205568,0.0,953009984780.4639,934352727467.3699,209354392853.30157,0.0,30919427296.065594,4735667680.682595,1143707120320.6714,0.0,73665.07128618739,-190697135540.20752,-221616562836.2731
latam,2089,0.0,151000.00000000012,0.0,18623638013.623146,0.0,3088600.52,126433855.54828477,8402368930902.515,194510111.6876841,0.0,355943752829.6391,426688690277.08826,60203495297.63342,0.0,7550986361.1613245,1982715110.3712788,486892185574.7217,0.0,91784.73938678707,-130948432745.08258,-138499419106.2439
seasia,2089,0.0,91578.4000000001,0.0,10154528449.292542,0.0,4129177.8899999997,169292227.0793385,9888517275277.389,245447288.18890658,0.0,423280042645.38873,497304845626.8652,69663165233.809,0.0,4194191704.868107,3688199395.025404,566968010860.6742,0.0,88140.24929296771,-143687968215.28546,-147882159920.15356
russia,2089,183156.0,0.0,33042276124.990707,0.0,5866550.42037005,1791389.77,75305732.41118106,7838909022335.787,107842910.05599852,6826963.062555706,319019054606.2342,380157914182.2269,46042941473.87718,25178880773.988094,0.0,2293456925.753798,399189426238.1393,27011429417.964714,105132.1164927191,-80170371631.90509,-82002920275.88171
mena,2089,0.0,158508.79999999993,0.0,28390584908.655827,0.0,5242868.3149999995,186240061.29577252,15018150970838.557,246738576.75073296,0.0,854302870317.6484,821681902798.604,207216903718.95184,0.0,11127146125.480196,3400139228.5498533,1028898806517.5559,0.0,105522.44311674972,-174595936199.90747,-185723082325.38766
ssa,2089,0.0,658856.0000000002,0.0,19902317177.249104,0.0,29027970.464999996,1206340190.712073,15927826832131.91,1391678774.7905118,0.0,748988162496.2521,726463851528.297,96940206568.74153,0.0,9733121068.867723,8557868528.755392,823404058097.0386,0.0,53879.97767244337,-74415895600.7865,-84149016669.65422
us,2090,1035485.6,0.0,580291496884.8782,0.0,33361317.96944915,1987911.4100000001,83889954.17324293,31833457823600.258,139609941.67130136,35899922.39093175,1110155403069.543,1567217240363.1687,180315205968.39264,442816933341.26904,0.0,6081006692.719772,1298313890646.624,449218555684.9378,162191.26362754081,-188158487577.08105,-194560109920.74982
oecd-ex-us,2090,933475.2000000001,0.0,344770449161.00104,0.0,29859047.492935326,2628974.8649999998,110406414.57270415,27224199767125.137,195689078.24838772,35076936.42285259,946146553762.4182,1385048748130.4646,148963550021.19995,262619668887.25046,0.0,3967866961.0350785,1250304134322.9329,283708163828.73175,139405.2579393962,-304157580560.51465,-325246075501.996
china,2090,0.0,67677.57476922226,0.0,13907598817.666851,0.0,1989632.44,86547793.3910845,12658668304632.986,185185073.05100742,0.0,394837170934.6691,678057624867.9661,75110568595.14406,0.0,5083780903.814286,2883015539.4152274,753168193463.1101,0.0,113493.16033543216,-358331022528.441,-363414803432.25525
india,2090,0.0,955790.8436730128,0.0,66711197804.1887,0.0,15012906.475,562287195.0714326,17636740298137.793,756084947.9400927,0.0,940355328289.1788,923317167774.3486,206526118735.13232,0.0,28284664995.756504,4956284374.7199135,1129843286509.481,0.0,75649.91904783677,-189487958220.30212,-217772623216.05862
latam,2090,0.0,150441.54391410793,0.0,18556565909.01346,0.0,3034235.07,124239796.73427525,8267501758576.274,191124695.74977496,0.0,349891626773.58716,419962068053.2765,59184934270.08424,0.0,7510496879.85669,1898700103.3873172,479147002323.3607,0.0,93947.3859016295,-129255375549.77356,-136765872429.63025
seasia,2090,0.0,85202.36823582965,0.0,9448474869.15115,0.0,4065003.3899999997,166717207.7562093,9746175146430.174,246172455.21885523,0.0,416882192423.1424,490147534145.8376,68578176728.56,0.0,3834261498.8468423,3335651102.8826833,558725710874.3976,0.0,90271.86994211747,-141843518451.2552,-145677779950.10202
russia,2090,176912.80000000002,0.0,31916227599.112534,0.0,5668680.6689983085,1771285.475,74481036.7311644,7759132849242.01,106662899.76164111,6802586.204292286,315554382849.3039,376376765697.63086,45527350063.86445,24322969755.871914,0.0,2250590062.550071,394988350603.4495,26915765158.045982,107390.32454457547,-79433967754.14563,-82026763156.3197
mena,2090,0.0,217485.5189195415,0.0,38958590048.98738,0.0,5171551.755,183763129.435122,14832633337747.678,243827340.6411256,0.0,842979989976.8702,812116104742.4457,204516428148.45566,0.0,15241122887.967163,3376032711.1208215,1016632532890.9014,0.0,107783.04369084485,-173652542914.03113,-188893665801.9983
ssa,2090,0.0,669275.7504882863,0.0,20222632187.984043,0.0,28769341.910000004,1209578614.4511049,16007734945710.78,1386274915.7852757,0.0,742961843965.9203,721829718477.4902,98380660791.72374,0.0,9936223316.999208,167092872199.15662,820210379269.214,0.0,55591.93288358827,-77248535303.2937,-87184758620.29291
us,2091,1060516.8630853046,0.0,594292884079.1362,0.0,34174375.53644978,1972611.9949999999,83256510.96370584,31657262389103.88,138686430.33531505,35938899.37440972,1102225415486.5898,1558294621398.7588,179206230419.0538,453522905796.11615,0.0,5557096038.754049,1288265698072.3518,449235153745.4618,164637.89872015742,-186040282585.76196,-181752530535.1076
oecd-ex-us,2091,960784.2076191531,0.0,354854746786.27216,0.0,30737814.568253215,2592727.32,108897142.37885375,26915594670904.527,193194625.55042005,34977233.13670043,933769952029.1532,1369504738484.4434,147147810636.65872,270312209780.88962,0.0,3965291090.4319286,1234056750195.0808,282595798926.02167,141829.8801868349,-300286798165.9276,-312570387311.0597
china,2091,0.0,67112.80000000003,0.0,13790829623.811863,0.0,1931734.645,84042186.94886473,12307230498808.887,179898865.9189914,0.0,383513319743.7495,659833902440.3585,73035737475.36859,0.0,5032341679.295751,2950856027.173892,732869639915.727,0.0,115823.82769935735,-349356320171.97754,-354388661851.2733
india,2091,0.0,986923.9999999995,0.0,68889744361.82664,0.0,14802875.515,554641358.984466,17423957834236.072,746300132.4773248,0.0,927845079521.0629,912446214891.7316,203756364366.74,0.0,29099171063.010437,4674206898.708341,1116202579258.4717,0.0,77674.61505289626,-188357499737.4088,-217456670800.41925
latam,2091,0.0,147627.99999999994,0.0,18211263133.286083,0.0,2980846.675,122084389.1063201,8134442063708.918,187809895.2191402,0.0,343938699521.24664,413322190764.695,58180994534.86916,0.0,7357898836.319976,1862689747.2823296,471503185299.56415,0.0,96148.8731639963,-127564485778.3175,-134922384614.63748
seasia,2091,0.0,83048.0,0.0,9210581465.710472,0.0,4001869.04,164184203.4859301,9605780625536.691,242406272.2309535,0.0,410580346874.7086,483098062965.42,67509094285.19286,0.0,3734550900.2413683,3366840382.6635685,550607157250.6128,0.0,92442.55092367926,-140026810375.90417,-143761361276.14554
russia,2091,186794.12929554225,0.0,33699156491.382145,0.0,5987474.318147716,1751446.6800000002,73666632.89049673,7681474126668.849,105514301.94848245,6788507.411585016,312131183682.6466,372636792704.15515,45019450636.68463,25683951188.108204,0.0,2182385896.917799,390829786822.34375,26826456518.49611,109686.56763520247,-78698603139.69714,-79841108470.08505
mena,2091,0.0,149749.59999999998,0.0,26828058776.71011,0.0,5101102.8149999995,181313780.14046475,14653024254887.889,240998138.45919743,0.0,831782094611.5184,802356718766.8473,201789435751.43497,0.0,10476817113.845268,3231794160.815481,1004146154518.2822,0.0,110081.65641870507,-172364059906.7638,-182840877020.60907
ssa,2091,0.0,773632.8000000004,0.0,23382145392.63347,0.0,28510682.175,1199528437.7766852,15925184762975.807,1380486921.8266344,0.0,736905031537.009,719110148282.3446,97763526303.3621,0.0,11439258264.6401,8857718578.355623,816873674585.7067,0.0,57344.182622544366,-79968643048.69763,-91407901313.33774
us,2092,1060585.673405871,0.0,594305386650.6765,0.0,34183582.57060915,1957514.435,82632146.57291335,31482993578861.22,137791769.5246629,35986173.38260753,1094381592787.3645,1549944955469.7402,178090169777.15543,453555269579.8676,0.0,5829452637.00496,1278334325483.8416,449700799763.05365,167121.231384038,-183952732696.47705,-180098262879.6631
oecd-ex-us,2092,944732.4149399188,0.0,348924233951.7659,0.0,30229466.58959379,2557076.7199999997,107412727.96655807,26607059475334.16,190735703.97359285,34860999.06108824,921571225894.1843,1354535895693.154,145390723914.04553,265805608622.15552,0.0,4014589520.537996,1218010069426.5496,281916550180.64996,144291.57688690972,-296438843532.36523,-312549785090.8597
china,2092,0.0,67237.60000000003,0.0,13815777803.130713,0.0,1875565.015,81610385.21137609,11964391867399.271,174788953.01712087,0.0,372518241060.04596,642053288529.8672,71011777419.32228,0.0,5032129381.596019,2740322861.1297493,713065065949.1895,0.0,118192.71370439492,-340546824889.1435,-345578954270.7395
india,2092,0.0,952749.6000000001,0.0,66509404871.33843,0.0,14595714.01,547099705.9930298,17213980412910.37,748551483.6860511,0.0,915478577216.0657,901567225045.546,201002080714.3504,0.0,27662636902.959995,4775944121.081399,1102569305759.8965,0.0,79739.71564335284,-187090728543.8308,-214753365446.7908
latam,2092,0.0,141459.2,0.0,17451923401.049786,0.0,2928415.7399999998,119966276.03519075,8003305318474.324,184566412.21737835,0.0,338083389196.905,406771397823.0788,57193028211.00152,0.0,7038951774.534664,1783243377.1158333,463964426034.0803,0.0,98389.7360427273,-125881036837.1753,-132919988611.70996
seasia,2092,0.0,80365.60000000011,0.0,8914045146.826084,0.0,3939754.725,161689440.87933096,9467150410904.04,238709014.37750763,0.0,404372952169.66815,476140576590.6544,66457309543.10811,0.0,3611212282.162906,3205931613.6039925,542597886133.7625,0.0,94652.82970891536,-138224933964.09436,-141836146246.25726
russia,2092,165653.91165421088,0.0,29885531928.397247,0.0,5311823.345059176,1731866.9149999998,72863182.35061525,7601740336286.568,104366538.39693019,6755388.433130332,308748553256.9027,368957630840.5116,44521699292.44801,22779409084.622314,0.0,2217577409.156554,386709261205.6034,26770068927.356323,112021.37639158453,-77960707948.70068,-81951367791.4347
mena,2092,0.0,158317.6000000001,0.0,28365732024.48961,0.0,5031515.2,178892815.12156123,14473976882629.773,242070435.13951886,0.0,820708875869.9559,792886985879.2861,199146186070.70532,0.0,10888874865.3415,3165798687.259397,992033171949.9915,0.0,112418.8119040481,-171324296080.03552,-182213170945.377
ssa,2092,0.0,770842.3999999999,0.0,23303944911.020927,0.0,28252117.47,1189452009.2984903,15840050796450.453,1374431788.222905,0.0,730821983420.5193,716158747563.0875,97121463716.85378,0.0,11353589712.199787,8677851046.280088,813280211279.9413,0.0,59137.33997627435,-82458227859.422,-93811817571.62178
us,2093,1048296.9052340244,0.0,587393851163.6447,0.0,33794293.54950821,1942611.11,82015584.83896297,31304696053995.938,136906532.49032447,36023583.02400493,1086620732685.2168,1541947135256.6917,176976260138.00076,448302763428.9269,0.0,5702374415.288638,1268521718273.7634,450401677120.93,169641.812065897,-181900985588.54663,-183999899280.54974
oecd-ex-us,2093,952845.9141802546,0.0,351918891915.43384,0.0,31072934.253186047,2522006.6399999997,107478026.90302975,26745069957250.473,188349487.13455468,34768608.180064954,909546193416.7684,1340979564517.9106,148025020206.48853,269309199045.42563,0.0,448159674178.50653,1206503788313.5403,282500796410.8595,146790.89390634914,-296957594896.77185,-310149192262.2057
china,2093,0.0,71401.6000000001,0.0,14671347454.809958,0.0,1821064.9,79250486.355888,11629941765254.785,174311122.1960099,0.0,361841245166.8413,624695544281.9202,69035174048.06068,0.0,5209966914.712732,2649337933.3545094,693730718329.9808,0.0,120600.3571311524,-331889473163.1395,-337099440077.85223
india,2093,0.0,957654.3999999999,0.0,66857004343.32642,0.0,14391384.735,539651355.6630541,17005004560769.047,738859934.5916089,0.0,903255110665.7753,890802447123.332,198292160051.96194,0.0,27707133694.85605,4570778063.056132,1089094607175.294,0.0,81845.78390237053,-185839496509.51868,-213546630204.37473
latam,2093,0.0,151107.19999999998,0.0,18643922636.747562,0.0,2876922.815,117885438.8744031,7873342471242.434,181375676.4876622,0.0,332324098032.3857,400316278045.3943,56220969365.1767,0.0,7506966262.604667,1757268408.9018703,456537247410.571,0.0,100670.51696143298,-124213149378.1853,-131720115640.78996
seasia,2093,0.0,81694.40000000002,0.0,9062388076.278908,0.0,3878640.62,159233354.95528403,9330166066578.27,235074076.62708881,0.0,398258460698.4177,469274448974.0524,65421528869.63289,0.0,3668156647.2792115,3121329466.777752,534695977843.6853,0.0,96903.2511890274,-136437517145.26758,-140105673792.54678
russia,2093,191597.1805857207,0.0,34566218066.429436,0.0,6145899.202941567,1712539.875,72069043.66667566,7526474654896.206,103257921.47622299,6742924.459411494,305405606173.1119,365158651462.0957,44010883982.23609,26349372317.378227,0.0,2148875563.4824066,382628523175.6855,26541012268.64612,114395.28936244626,-77222917002.57361,-77414556953.84149
mena,2093,0.0,158189.6000000001,0.0,28345972078.383026,0.0,4962782.375,176499105.99169683,14295945384597.758,239229084.76636294,0.0,809759957517.9927,783429480995.2164,196521622763.9486,0.0,10861922289.595795,3021570498.7610626,979951103759.165,0.0,114795.0486802117,-170191146241.17236,-181053068530.76816
ssa,2093,0.0,772692.7999999999,0.0,23365904842.208714,0.0,27993768.839999996,1179360325.7851307,15752475507710.986,1368113356.6798878,0.0,724716802122.4836,713052706461.5557,96463808682.20732,0.0,11338032610.884573,8562456892.69853,809516515143.763,0.0,60972.02364178916,-84799713021.2793,-96137745632.16386
us,2094,1066531.2,0.0,597585409482.3646,0.0,34388890.1307427,1927894.7100000002,81406504.50129676,31135805434514.28,136063143.2106274,36084729.75957852,1078939759130.9458,1533718275501.385,175784958099.17642,456103132284.2717,0.0,5569722703.686523,1258822879509.1404,450680354091.4213,172200.19946941396,-179883120378.19458,-174460342185.34418
