region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
latam,2042,14851222101868.25,313658073.06357956,0.0,830239717009.1027,710661853608.2754,116876787182.16777,0.0,13552440299.904968,4576372760.06455,827538640790.4431,0.0,25539.87561651919,2701076218.659546,-10851364081.245422
seasia,2042,15985880943758.545,362270410.2312775,0.0,912859258341.4792,744967523714.3379,119833175168.49011,0.0,3617386102.2465963,5765297764.362864,864800698882.828,0.0,23518.848019317935,48058559458.651245,44441173356.40465
russia,2042,11814884915798.58,147259481.15006423,3142665.7940292335,563597596518.8379,576902234475.9496,71761082892.35611,27997713365.484737,0.0,4962270560.532319,633428595424.1357,15234721944.169828,33666.17904063973,-69830998905.29785,-57068007483.98294
mena,2042,20223052316147.83,275004887.52051324,363517.1841342437,1563353480487.9683,978781216748.837,331808454293.59827,0.0,22448285770.87954,4372348340.79328,1308560782670.2673,2028888372.168117,33920.9894525558,254792697817.70093,230315523674.65326
ssa,2042,12043642692867.053,853328572.9031919,0.0,947206441727.3508,440375632670.5666,71414202083.09903,0.0,11018644013.491798,4992067267.3227825,511789834753.66565,0.0,8639.896053646182,435416606973.6852,424397962960.19336
us,2043,42911408885470.125,177087366.77973545,16869555.86294383,1845096796025.3281,2145566916183.2542,250893966608.75146,418327429927.9633,0.0,11189532523.428303,2144131871692.9387,252329011099.06622,80097.41621136758,-299035075667.6106,-133036656838.7135
oecd-ex-us,2043,49203413579798.08,358630756.9882565,20048281.577064622,1936076384976.6445,2591236595278.4233,280458796775.7626,301166539205.8675,0.0,10340253168.57674,2676228839027.6685,195466553026.5169,58862.86899885407,-740152454051.0239,-634452467871.6733
china,2043,42246146844997.57,625658242.2765756,0.0,1313846997912.9612,2328485786063.5864,245463889170.49762,0.0,12721773448.892286,801271749938.5956,2573949675234.084,0.0,38736.89484525687,-1260102677321.1228,-1272824450770.0151
india,2043,23797476853932.992,908115979.7134134,0.0,1757152882172.5488,1136708080082.4797,349832922411.98425,0.0,45991895868.498055,7461642247.146734,1486541002494.4639,0.0,16970.405616190892,270611879678.08496,224619983809.5869
latam,2043,14835971535512.35,312462104.59225297,0.0,819335521389.7792,709932087127.4185,115198147660.82211,0.0,13884021925.571188,4428168968.1319475,825130234788.2406,0.0,26369.85336173106,-5794713398.461426,-19678735324.032616
seasia,2043,16026331151333.396,361759726.2388987,0.0,904045839370.1797,746709069816.2136,118585669015.7597,0.0,3976391426.9758563,5675498463.61774,865294738831.9734,0.0,24313.194456241592,38751100538.2063,34774709111.230446
russia,2043,11760728603328.404,146943285.78531274,3317559.929377779,561229871345.2438,575346036062.5348,71033516121.95685,26054855037.251083,0.0,4938513331.824324,630157242472.4032,16222309712.088093,34616.498780395115,-68927371127.15942,-59094825801.99643
mena,2043,20440884731039.727,276542832.7518979,359195.3707045801,1559036255955.1226,989833897592.2673,330384482507.2926,0.0,25312379821.07367,4326918857.418692,1318219023193.9316,1999356905.628399,34874.557252028826,240817232761.19092,213505496034.48886
ssa,2043,12464625540723.188,883504013.3967309,0.0,955655102669.0533,456634676618.0062,72524658656.56888,0.0,10502802322.038713,4989882783.696375,529159335274.5751,0.0,9066.885020125652,426495767394.4783,415992965072.4396
us,2044,42787586286889.305,177110545.82090545,17767371.93082704,1843962825080.074,2145082787119.6016,249396391655.7886,415665623865.288,0.0,11028131249.231194,2127884531260.9497,266594647514.4404,81312.71054219437,-283921706180.87573,-134850729830.0281
oecd-ex-us,2044,48596331771997.914,355439394.2040259,21024470.48259732,1927590447115.853,2568621025037.2666,276561054475.7307,300396231033.66034,0.0,10113593563.276808,2639584004578.8984,205598074934.09894,60032.718991030866,-711993557463.0454,-617195401363.484
china,2044,41033144215276.19,613276605.5178459,0.0,1300830580362.5217,2280967373193.2617,238453976046.33612,0.0,10777320841.398676,16365459997.097881,2519421349239.5977,0.0,39755.4928530693,-1218590768877.076,-1229368089718.4746
india,2044,24010805023277.21,911127395.3626114,0.0,1745776841464.0674,1147142769823.854,346699649433.18884,0.0,46192921599.06724,7586668736.246349,1493842419257.043,0.0,17633.602578807277,251934422207.0244,205741500607.95718
latam,2044,14814419571724.035,315777109.8046061,0.0,810062558044.9082,708975321009.1261,113521731781.25525,0.0,13497238122.694622,4379769079.849683,822497052790.3813,0.0,27219.823716519313,-12434494745.473145,-25931732868.167767
seasia,2044,16058722732718.625,361183746.74604094,0.0,896831926137.6196,748251221674.0007,117366423035.22101,0.0,4485272528.304322,5662572485.1342325,865617644709.2217,0.0,25127.46070143643,31214281428.39795,26729008900.093628
russia,2044,11710052461507.242,146638605.19297215,3505302.692647535,560397346773.507,573685871985.0319,70302768321.74158,28033435713.886345,0.0,4881715998.213903,626872441034.5436,17116199272.23006,35586.731531457146,-66475094261.03662,-55557857819.38034
mena,2044,20648645042735.65,278099153.9544805,354685.26643057726,1556078414712.926,1000683916621.3684,329002713921.4281,0.0,23046857691.43016,4415385217.21716,1327721007139.618,1965623403.1788077,35848.02893363414,228357407573.3081,203344926478.69913
ssa,2044,12875711180406.543,908688251.2467642,0.0,964223148415.6228,473071789804.7523,73692160819.7027,0.0,11340617354.339592,4967059246.527381,546763950624.455,0.0,9510.217423656746,417459197791.1678,406118580436.8282
us,2045,42667500095333.59,177128824.6850091,18654459.17573463,1845981982025.076,2144474447444.9019,247958407389.6945,414898380709.4684,0.0,11466300544.332952,2111813889300.064,280618965534.53204,82546.23351107248,-265831907274.98804,-131552492100.0517
