region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
ssa,2078,20469095626494.51,1500795664.6253092,0.0,1020256422770.6866,919954652222.221,123578821924.02351,0.0,12394401710.078606,11188441514.631456,1043533474146.2445,0.0,37537.814663780075,-23277051375.55786,-35671453085.63647
us,2079,44347818113997.42,152555175.5785671,34670341.809615046,1642489800042.4275,2185664666542.701,247842756310.65918,568649627180.8579,0.0,7760187027.622022,1868717567516.9077,564789855336.4521,137550.79720378885,-226227767474.48022,-222367995630.07446
oecd-ex-us,2079,39824473117258.484,223538543.2160356,35333222.09740081,1456300214805.8638,1973522208980.8442,215378901938.1277,356205450837.91516,0.0,653562503855.76,1816459410494.5818,372441700424.39136,115033.15329618064,-360159195688.718,-376395445275.1942
china,2079,15082047595226.006,197361860.10455468,0.0,430075508861.9858,836798626352.7844,88617720744.94627,0.0,7834333705.790283,3806853760.208332,925416347097.7307,0.0,90231.9429310311,-495340838235.74493,-503175171941.5352
india,2079,22153334757639.74,811461120.0401034,0.0,1183229073622.0508,1173101709806.198,259795545993.06036,0.0,37998705177.226295,7187738119.6429,1432897255799.2583,0.0,55890.38563289244,-249668182177.20752,-287666887354.43384
latam,2079,10895516093851.7,215898721.54538107,0.0,454317059647.39185,566345962353.1947,77725398413.75168,0.0,10832774826.87232,2864317364.9403706,644071360766.9464,0.0,72181.97273958141,-189754301119.55457,-200587075946.42688
seasia,2079,12912794241343.316,276027509.63477623,0.0,543558486608.1241,665059398093.5956,90935442926.8671,0.0,5277747342.39082,4944927571.168906,755994841020.4626,0.0,68859.14548377527,-212436354412.33856,-217714101754.72937
russia,2079,10982957355663.559,119966289.67265843,6834628.635644806,451497747508.07916,534517342663.68207,63783656276.71411,32980893046.374493,0.0,3497373607.3247685,563525166081.5737,34775832858.82286,84530.63177512835,-112027418573.49457,-113822358385.94293
mena,2079,20687498918727.676,277262205.04756105,0.0,1203003426655.3843,1128510750599.5693,283885353325.864,0.0,15001827358.201544,4643866610.225587,1412396103925.4333,0.0,84895.7856880763,-209392677270.04907,-224394504628.2506
ssa,2079,20631075049835.332,1499617202.8366537,0.0,1013631639031.7114,917091286227.623,125735687307.43536,0.0,14538619970.536797,205713377814.70062,1042826973535.0583,0.0,38845.510420446924,-29195334503.346924,-43733954473.88372
us,2080,44135198968658.45,151467399.86299413,34713268.32830021,1636447779566.838,2175734262824.0088,246485393287.48676,564739409921.1653,0.0,8413321284.5271225,1856805611211.2107,565414044900.284,139627.84561433026,-220357831644.3728,-221032466623.49158
oecd-ex-us,2080,39467305343428.42,220520675.19842985,35258997.68075296,1446049892445.7463,1955279928167.5032,213339157914.43335,359459840036.38403,0.0,5941579769.7121,1797068006345.616,371551079736.32104,117083.73053521746,-351018113899.8696,-363109353599.80664
china,2080,14605463851735.826,196352948.69189855,0.0,421651461802.9901,808181353323.2614,86007986646.97313,0.0,7657577459.530149,3611712136.588562,894189339970.2345,0.0,92175.55821422764,-472537878167.2444,-480195455626.77454
india,2080,21872666640982.49,813481784.7792368,0.0,1166637797507.98,1159571125503.9287,255915773097.75293,0.0,38722911317.58813,6903895754.040996,1415486898601.6816,0.0,57505.96843344803,-248849101093.70166,-287572012411.2898
latam,2080,10701067417215.512,211466353.8931211,0.0,446042037450.2853,556441457605.2721,76253348903.89738,0.0,10557813283.566832,2761905706.268393,632694806509.1694,0.0,73984.06472589637,-186652769058.88416,-197210582342.451
seasia,2080,12703526068885.576,271101559.67085224,0.0,535167198983.40466,654670788514.7247,89370507260.3061,0.0,5256921553.797811,4862845887.683645,744041295775.0309,0.0,70628.18998525,-208874096791.62622,-214131018345.42404
russia,2080,10876559753492.223,118574424.91019253,6838380.185852488,447789273417.52966,529662130050.71655,63143599660.220474,35185517664.418236,0.0,3433336457.6525083,558159643677.4054,34646086033.5316,86436.02275970095,-110370370259.87573,-109830938628.98909
mena,2080,20468252420187.258,274399663.47201914,0.0,1189717551970.0083,1118214591796.0671,280436662836.9603,0.0,14787956050.694618,4475160173.286623,1398651254633.0273,0.0,86803.79487655582,-208933702663.01904,-223721658713.71365
ssa,2080,20592283114302.72,1497968739.6160712,0.0,1006832741263.4846,917384309691.3944,125407085793.45363,0.0,14171656340.692152,11338375029.454165,1042791395484.848,0.0,40187.09299769866,-35958654221.3634,-50130310562.05556
us,2081,43972778257736.47,150492780.7649269,34828440.45509445,1631328548282.954,2166054380865.848,245060351461.22064,609340041202.6572,0.0,8025431919.452801,1845324685467.3662,565790046859.7023,141736.04799993217,-213996137184.4121,-170446142841.45715
oecd-ex-us,2081,39131110424440.4,217647018.53620863,35206234.01011597,1437092036962.4658,1937847259978.2236,211341468544.75043,369877680700.94135,0.0,6024091871.577584,1778569969352.6184,370618759170.3561,119165.89137604754,-341477932390.1526,-342219010859.5673
china,2081,14150692420673.922,188168834.20685256,0.0,414137825325.4595,781993075459.4512,83572142441.57596,0.0,6891731641.167529,3547693154.836702,865565217901.0271,0.0,94151.96803365333,-451427392575.5676,-458319124216.73517
india,2081,21589153200542.098,801604896.8062278,0.0,1150299802965.7258,1146053424768.6826,252087413144.81357,0.0,42753996123.81736,7081590631.195363,1398140837913.496,0.0,59156.17573890943,-247841034947.77026,-290595031071.58765
latam,2081,10509840572930.13,207130398.34420243,0.0,438054887477.7043,546768680888.2572,74819778447.31398,0.0,10317492238.251543,2624219810.728236,621588459335.5712,0.0,75820.03452753642,-183533571857.86688,-193851064096.11844
seasia,2081,12498056508314.236,266281512.84279978,0.0,527011444096.8768,644501268394.4043,87842245124.16135,0.0,4933546358.354565,4796055208.704606,732343513518.5657,0.0,72431.29801205244,-205332069421.6889,-210265615780.04346
russia,2081,10772041419150.984,117221799.08463775,6843391.782253691,444290650317.6689,525065334191.64923,62533076607.17696,35460816425.0271,0.0,3328609714.893889,552964696173.8694,34633714624.95656,88374.55016679152,-108674045856.2005,-107846944056.12996
mena,2081,20251468879477.62,271570821.8573,0.0,1176724911916.4973,1107889107076.214,277051716945.5524,0.0,13047113656.060205,4479485051.701084,1384940824021.7666,0.0,88744.91831643395,-208215912105.2693,-221263025761.3295
ssa,2081,20546174832913.445,1495823263.720566,0.0,999885175443.3435,917370503404.0433,125042965900.41238,0.0,14821117675.131111,11241130146.963112,1042413469304.4557,0.0,41563.12139565246,-42528293861.11218,-57349411536.24329
us,2082,43786912740015.11,152293100.8453096,35523160.540724725,1626781152450.6602,2157995091590.1887,243965624892.5877,581219337708.8696,0.0,8094708601.903045,1834241793043.1948,567718923439.5809,143875.8716501817,-207460640592.53467,-193960226323.24597
oecd-ex-us,2082,38792017032793.66,214866009.32507375,35124802.88658615,1429059879167.3958,1921715785176.5444,209492001294.24124,357290343189.0984,0.0,5764172467.560576,1760930067691.3015,370277718779.4836,121280.09814233045,-331870188523.90576,-344857564114.29095
china,2082,13717000455776.668,180462418.19797254,0.0,407271793692.5492,758015791348.7496,81278091207.48834,0.0,5269104982.167768,3599228948.6005807,839293882556.238,0.0,96161.62963895967,-432022088863.68884,-437291193845.8566
india,2082,21308794993211.875,789917305.3280258,0.0,1134141683763.4165,1132346306656.7139,248288005157.28305,0.0,40503646075.2426,6638066795.602476,1380634311813.9968,0.0,60841.504159923,-246492628050.58032,-286996274125.82294
latam,2082,10473046798846.334,202897698.14621276,0.0,430344442580.1649,538012406466.86633,75072278995.89812,0.0,9898975348.682467,155845444147.4931,613084685462.7644,0.0,77690.34884051859,-182740242882.5995,-192639218231.28195
seasia,2082,12295425323991.223,261561651.59999034,0.0,519024300479.13513,634548508842.5065,86355067729.40927,0.0,5201518375.681328,4449610145.460123,720903576571.9158,0.0,74268.94031698917,-201879276092.78064,-207080794468.46198
russia,2082,10813398879952.57,115886059.84277345,6824691.030877647,440843652079.58887,520173289088.7379,63561642077.33947,32018676774.812492,0.0,152230063113.2588,548942379251.0998,34792551914.97743,90346.67235519736,-108098727171.51093,-110872602311.67586
mena,2082,20033502423557.055,268739133.8532667,0.0,1163911851447.1948,1097590500940.1461,273750478907.72778,0.0,14963296257.386923,4425968737.495475,1371340979847.874,0.0,90719.61425245351,-207429128400.6792,-222392424658.06613
